shipment_id,shopify_order_id,tracking_number,carrier,ship_date,status,last_scan_at
SS-8104,#6610,8328569146303161,USPS,2026-07-22,delivered,2026-07-23T11:45:00-05:00
SS-8115,#6521,6788317121003236519941,UPS,2026-07-22,delivered,2026-07-23T08:50:00-07:00
SS-8417,#6609,5304289731791286,FedEx,2026-07-22,delivered,2026-07-26T15:44:00-05:00
SS-8567,#6505,2883774419754661766204,FedEx,2026-07-22,delivery_exception,2026-07-27T20:50:00-05:00
SS-8574,#6591,39785598217661912841,FedEx,2026-07-22,delivered,2026-07-27T07:42:00-07:00
SS-8604,#6544,9633472727423183,UPS,2026-07-22,delivered,2026-07-25T15:16:00-04:00
SS-8609,#6516,99529800615581083583,UPS,2026-07-22,delivered,2026-07-23T20:39:00-07:00
SS-8777,#6536,44734043370096873045,USPS,2026-07-22,in_transit,2026-07-24T06:18:00-05:00
SS-8865,#6569,8307482073651189,FedEx,2026-07-22,delivered,2026-07-26T16:26:00-07:00
SS-8869,#6580,6324888995729893762974,FedEx,2026-07-22,delivered,2026-07-27T08:24:00-07:00
SS-8895,#6577,35437882603359101570,USPS,2026-07-22,delivered,2026-07-24T20:31:00-04:00
SS-8994,#6566,7489791776334272038862,UPS,2026-07-22,delivery_exception,2026-07-27T12:17:00-05:00
SS-9030,#6600,36089411849135992855,USPS,2026-07-22,in_transit,2026-07-27T15:35:00-05:00
SS-9110,#6540,2294115630295596,FedEx,2026-07-22,shipped,2026-07-26T21:19:00-05:00
SS-9124,#6599,7815969838457202,UPS,2026-07-22,delivered,2026-07-24T18:05:00-04:00
SS-9162,#6576,9753584640510388,UPS,2026-07-22,delivered,2026-07-24T06:26:00-04:00
SS-9210,#6614,7530768102480855780024,USPS,2026-07-22,delivered,2026-07-24T13:32:00-07:00
SS-9247,#6549,29986515902578464085,UPS,2026-07-22,in_transit,2026-07-27T10:34:00-04:00
SS-9270,#6615,0663201629073992,USPS,2026-07-22,delivered,2026-07-24T12:18:00-04:00
SS-9275,#6567,01649281503701709264,FedEx,2026-07-22,delivered,2026-07-24T07:03:00-07:00
SS-9295,#6538,34244474890476078623,USPS,2026-07-22,shipped,2026-07-23T11:16:00-05:00
SS-9336,#6508,7865557512476400,USPS,2026-07-22,delivered,2026-07-23T09:23:00-04:00
SS-9352,#6564,78159157908945896268,USPS,2026-07-22,delivered,2026-07-27T08:40:00-05:00
SS-9513,#6555,4837936315922912,FedEx,2026-07-22,delivered,2026-07-24T15:31:00-07:00
SS-9535,#6559,8269285507435095,UPS,2026-07-22,delivered,2026-07-27T16:51:00-05:00
SS-9631,#6510,68243233302399344606,USPS,2026-07-22,delivered,2026-07-23T10:13:00-07:00
SS-9730,#6592,89589701522133689600,FedEx,2026-07-22,delivered,2026-07-25T20:59:00-04:00
SS-9749,#6528,30712260082283774270,FedEx,2026-07-22,shipped,2026-07-25T11:30:00-04:00
SS-9820,#6611,52800161734479459235,FedEx,2026-07-22,delivered,2026-07-25T10:05:00-04:00
SS-9842,#6520,7997833150321985,USPS,2026-07-22,delivered,2026-07-24T10:32:00-07:00
SS-9875,#6586,0085894961721505205353,UPS,2026-07-22,delivered,2026-07-27T10:31:00-07:00
SS-9888,#6509,9279437638274903312223,UPS,2026-07-22,delivered,2026-07-25T22:09:00-05:00
SS-9938,#6557,9333963790203887,UPS,2026-07-22,delivered,2026-07-23T07:15:00-07:00
SS-9954,#6603,61092216897453714732,FedEx,2026-07-22,delivered,2026-07-23T06:07:00-04:00
SS-10008,#6617,3108862306594003,FedEx,2026-07-22,in_transit,2026-07-27T07:05:00-07:00
SS-10015,#6529,3972048730451945586817,FedEx,2026-07-22,in_transit,2026-07-27T06:04:00-04:00
SS-10084,#6524,7126661539392942,USPS,2026-07-22,delivered,2026-07-24T18:20:00-07:00
