shipment_id,shopify_order_id,tracking_number,carrier,ship_date,status,last_scan_at
SS-8054,#7680,6841459332727956878339,FedEx,2026-08-17,shipped,2026-08-21T22:24:00-05:00
SS-8057,#7622,6403910651801704,USPS,2026-08-17,delivered,2026-08-18T20:22:00-07:00
SS-8155,#7641,97218114374470120455,USPS,2026-08-17,delivered,2026-08-22T09:08:00-05:00
SS-8276,#7662,5666683272386562,UPS,2026-08-17,delivered,2026-08-21T06:34:00-05:00
SS-8283,#7574,1292766372395041,UPS,2026-08-17,delivered,2026-08-21T17:00:00-07:00
SS-8296,#7624,53092511426258273902,FedEx,2026-08-17,delivery_exception,2026-08-21T08:01:00-04:00
SS-8329,#7610,3932501249552893891190,USPS,2026-08-17,delivered,2026-08-19T07:20:00-07:00
SS-8414,#7569,5003342342583230,FedEx,2026-08-17,delivered,2026-08-21T11:06:00-07:00
SS-8453,#7644,05510762091843579786,USPS,2026-08-17,delivery_exception,2026-08-21T22:02:00-05:00
SS-8454,#7623,3050505739769156,FedEx,2026-08-17,delivered,2026-08-20T12:01:00-04:00
SS-8535,#7660,23124473158477686342,FedEx,2026-08-17,delivered,2026-08-20T06:46:00-05:00
SS-8540,#7593,55330770461172959639,USPS,2026-08-17,delivered,2026-08-18T12:06:00-05:00
SS-8593,#7611,3989868180978875439435,FedEx,2026-08-17,delivered,2026-08-21T18:57:00-05:00
SS-8705,#7625,4178996986091919,UPS,2026-08-17,delivered,2026-08-18T22:12:00-07:00
SS-8708,#7661,5742388565271559835411,UPS,2026-08-17,delivered,2026-08-19T17:33:00-05:00
SS-8967,#7607,3256238994991970142620,FedEx,2026-08-17,delivered,2026-08-20T06:40:00-07:00
SS-9025,#7647,0855107409131117,UPS,2026-08-17,delivered,2026-08-18T11:07:00-05:00
SS-9045,#7604,1353028165064630059377,UPS,2026-08-17,delivered,2026-08-19T21:54:00-04:00
SS-9049,#7614,7063621986550494,FedEx,2026-08-17,in_transit,2026-08-22T10:15:00-07:00
SS-9141,#7572,5585229425251618575917,FedEx,2026-08-17,delivered,2026-08-21T21:15:00-05:00
SS-9147,#7578,46717762969143362999,UPS,2026-08-17,shipped,2026-08-18T15:41:00-07:00
SS-9193,#7629,28518161255904610079,USPS,2026-08-17,delivered,2026-08-20T16:42:00-07:00
SS-9205,#7606,49860372186003203197,UPS,2026-08-17,delivered,2026-08-18T11:45:00-04:00
SS-9207,#7559,0162590841947855011375,USPS,2026-08-17,shipped,2026-08-20T15:25:00-07:00
SS-9344,#7608,15892584907342031977,FedEx,2026-08-17,delivered,2026-08-20T06:34:00-05:00
SS-9372,#7638,7764149003850255,USPS,2026-08-17,delivered,2026-08-18T22:41:00-05:00
SS-9440,#7602,0457972518407033,FedEx,2026-08-17,delivered,2026-08-22T22:13:00-04:00
SS-9492,#7586,18762099069319630399,USPS,2026-08-17,shipped,2026-08-22T12:34:00-04:00
SS-9500,#7575,91530445002026838789,FedEx,2026-08-17,delivered,2026-08-18T18:36:00-05:00
SS-9525,#7562,64598724089921773516,UPS,2026-08-17,delivered,2026-08-20T16:22:00-04:00
SS-9645,#7632,52332970493795829158,USPS,2026-08-17,delivered,2026-08-18T10:59:00-07:00
SS-9738,#7656,6135007883692233854033,USPS,2026-08-17,delivered,2026-08-19T11:48:00-04:00
SS-9740,#7620,5149724903223477,FedEx,2026-08-17,shipped,2026-08-22T10:50:00-04:00
SS-9787,#7599,6239459942640760895301,FedEx,2026-08-17,in_transit,2026-08-21T14:34:00-07:00
SS-9847,#7653,7087300210273663,USPS,2026-08-17,delivered,2026-08-19T14:36:00-07:00
SS-9872,#7658,7468590262976116628660,FedEx,2026-08-17,delivered,2026-08-22T11:06:00-07:00
SS-9880,#7651,63558774526348882372,FedEx,2026-08-17,delivered,2026-08-19T06:48:00-05:00
SS-9915,#7597,2923613912377459,UPS,2026-08-17,delivered,2026-08-21T17:25:00-07:00
SS-9969,#7630,70032762805877770149,USPS,2026-08-17,delivered,2026-08-20T11:29:00-07:00
