shipment_id,shopify_order_id,tracking_number,carrier,ship_date,status,last_scan_at
SS-8098,#7216,06436110371293870051,USPS,2026-08-08,shipped,2026-08-13T10:20:00-05:00
SS-8134,#7238,9451168685487099,FedEx,2026-08-08,delivered,2026-08-12T17:52:00-05:00
SS-8228,#7203,31096789940539103717,USPS,2026-08-08,delivered,2026-08-12T12:24:00-07:00
SS-8313,#7230,3754025472928422,USPS,2026-08-08,delivered,2026-08-11T09:40:00-05:00
SS-8368,#7188,8186617945491801722601,FedEx,2026-08-08,delivered,2026-08-12T12:51:00-05:00
SS-8561,#7215,6834414978266128758575,UPS,2026-08-08,delivery_exception,2026-08-09T09:15:00-07:00
SS-8590,#7197,0580935118718133,FedEx,2026-08-08,delivered,2026-08-12T20:39:00-04:00
SS-8597,#7281,88665268341559991015,FedEx,2026-08-08,in_transit,2026-08-11T13:27:00-04:00
SS-8735,#7253,2550213060906913098107,USPS,2026-08-08,in_transit,2026-08-09T08:43:00-04:00
SS-8769,#7204,81039033970519582632,USPS,2026-08-08,delivered,2026-08-10T22:07:00-07:00
SS-8909,#7259,2119206136385277,FedEx,2026-08-08,delivered,2026-08-12T08:11:00-05:00
SS-8932,#7280,05986787442275854859,UPS,2026-08-08,delivered,2026-08-11T21:12:00-04:00
SS-9113,#7208,1582686876401918,USPS,2026-08-08,in_transit,2026-08-13T10:44:00-04:00
SS-9143,#7258,7841715949734493,USPS,2026-08-08,delivered,2026-08-11T18:51:00-07:00
SS-9206,#7252,8999011400347131719786,UPS,2026-08-08,delivered,2026-08-13T20:31:00-07:00
SS-9235,#7243,2215439044890932253332,UPS,2026-08-08,delivered,2026-08-11T15:48:00-07:00
SS-9278,#7301,96127662080820391702,UPS,2026-08-08,delivered,2026-08-11T06:37:00-04:00
SS-9339,#7305,86083570170363094423,UPS,2026-08-08,shipped,2026-08-10T20:42:00-05:00
SS-9426,#7227,8502206190193335937971,UPS,2026-08-08,delivered,2026-08-12T10:13:00-04:00
SS-9448,#7212,80309016856471778401,UPS,2026-08-08,shipped,2026-08-13T11:06:00-04:00
SS-9456,#7233,25278630900712102423,USPS,2026-08-08,delivered,2026-08-10T06:06:00-04:00
SS-9497,#7222,6291792651732816,UPS,2026-08-08,in_transit,2026-08-13T17:34:00-04:00
SS-9566,#7248,0440778110965984557663,FedEx,2026-08-08,delivered,2026-08-12T12:26:00-07:00
SS-9608,#7221,7446532554411818,USPS,2026-08-08,delivered,2026-08-11T22:11:00-04:00
SS-9657,#7285,7920675493934396,FedEx,2026-08-08,delivered,2026-08-10T20:01:00-07:00
SS-9664,#7228,2824630616218563520076,FedEx,2026-08-08,shipped,2026-08-10T22:19:00-04:00
SS-9761,#7302,7599747539659744252694,USPS,2026-08-08,delivered,2026-08-12T08:56:00-05:00
SS-9776,#7241,4756311213807828780661,UPS,2026-08-08,delivered,2026-08-12T18:20:00-04:00
SS-9866,#7262,55987920623145968891,UPS,2026-08-08,delivered,2026-08-11T11:32:00-05:00
SS-9988,#7303,85413336650285915658,FedEx,2026-08-08,delivered,2026-08-12T12:40:00-07:00
SS-10038,#7256,5039439884427895236179,FedEx,2026-08-08,in_transit,2026-08-12T07:45:00-04:00
