shipment_id,shopify_order_id,tracking_number,carrier,ship_date,status,last_scan_at
SS-8205,#6863,8750036915594284,UPS,2026-07-30,delivered,2026-08-04T19:31:00-04:00
SS-8216,#6933,3686632663416389,UPS,2026-07-30,in_transit,2026-07-31T19:40:00-05:00
SS-8301,#6859,3799563531531363,FedEx,2026-07-30,in_transit,2026-07-31T19:31:00-04:00
SS-8483,#6869,86211022580305690674,FedEx,2026-07-30,shipped,2026-07-31T13:20:00-05:00
SS-8522,#6899,35677826596089319925,FedEx,2026-07-30,delivered,2026-08-03T13:13:00-05:00
SS-8564,#6864,4975019803828723,FedEx,2026-07-30,in_transit,2026-08-02T22:00:00-05:00
SS-8615,#6902,82379312697893074645,FedEx,2026-07-30,delivered,2026-08-04T10:48:00-05:00
SS-8634,#6881,7401827279559690,UPS,2026-07-30,delivered,2026-07-31T09:00:00-07:00
SS-8686,#6871,2898123179556331857481,FedEx,2026-07-30,delivered,2026-08-01T15:07:00-05:00
SS-8689,#6848,2822512073465495,UPS,2026-07-30,delivered,2026-08-03T11:22:00-05:00
SS-8698,#6891,8252129328963406,USPS,2026-07-30,delivered,2026-08-01T18:43:00-07:00
SS-8824,#6935,5829849330674584,UPS,2026-07-30,in_transit,2026-08-02T13:49:00-04:00
SS-8835,#6880,2776572565920246,UPS,2026-07-30,in_transit,2026-07-31T10:17:00-05:00
SS-8905,#6854,09414915076283976205,FedEx,2026-07-30,delivered,2026-07-31T07:38:00-07:00
SS-8979,#6890,2544724191650344096617,FedEx,2026-07-30,in_transit,2026-08-04T06:58:00-04:00
SS-8985,#6868,00994248942046648966,UPS,2026-07-30,delivered,2026-08-01T13:14:00-07:00
SS-9091,#6849,1458434566311388503423,UPS,2026-07-30,delivered,2026-08-01T14:03:00-07:00
SS-9201,#6862,6821215649525492,USPS,2026-07-30,delivered,2026-08-03T07:10:00-05:00
SS-9317,#6932,5790571918986646,USPS,2026-07-30,delivered,2026-08-04T16:07:00-07:00
SS-9382,#6937,2528613239456452,USPS,2026-07-30,delivered,2026-08-02T13:00:00-05:00
SS-9404,#6892,45525274102547179899,USPS,2026-07-30,in_transit,2026-08-03T17:04:00-05:00
SS-9433,#6830,0003753989231324,FedEx,2026-07-30,delivered,2026-07-31T10:20:00-04:00
SS-9554,#6847,8374661447761868,UPS,2026-07-30,shipped,2026-08-01T09:11:00-04:00
SS-9620,#6916,5897990359717717030568,UPS,2026-07-30,delivered,2026-08-02T06:09:00-04:00
SS-9658,#6939,90453925287835733813,USPS,2026-07-30,delivered,2026-08-02T10:40:00-05:00
SS-9828,#6910,1218082267990966,UPS,2026-07-30,delivered,2026-07-31T07:03:00-05:00
SS-9869,#6936,9544950609580627456698,FedEx,2026-07-30,shipped,2026-07-31T18:00:00-07:00
SS-9873,#6857,3498246896701656277402,UPS,2026-07-30,delivered,2026-08-01T12:59:00-05:00
SS-9908,#6925,3856932913696480407373,FedEx,2026-07-30,in_transit,2026-08-02T14:40:00-05:00
SS-9910,#6896,8387963346746466,FedEx,2026-07-30,in_transit,2026-08-02T16:08:00-05:00
SS-9940,#6913,0834812426647426440478,USPS,2026-07-30,delivered,2026-08-01T10:43:00-04:00
SS-9976,#6825,75335526202948747811,USPS,2026-07-30,in_transit,2026-08-04T13:31:00-05:00
SS-10029,#6920,4426735384256116,FedEx,2026-07-30,delivered,2026-08-01T13:44:00-04:00
