shipment_id,shopify_order_id,tracking_number,carrier,ship_date,status,last_scan_at
SS-8007,#7048,96120183667525459910,UPS,2026-08-04,delivered,2026-08-08T15:58:00-07:00
SS-8058,#7106,6226567661825128682300,UPS,2026-08-04,delivered,2026-08-08T08:26:00-04:00
SS-8123,#7058,5691545226752895,FedEx,2026-08-04,delivered,2026-08-08T12:27:00-07:00
SS-8147,#7111,7381684602235697,UPS,2026-08-04,delivered,2026-08-09T06:49:00-05:00
SS-8160,#7056,72175354083866317797,UPS,2026-08-04,delivered,2026-08-06T22:05:00-04:00
SS-8204,#7087,6392086780856271,USPS,2026-08-04,delivered,2026-08-06T08:58:00-07:00
SS-8342,#7103,5294563718344049,FedEx,2026-08-04,delivered,2026-08-09T22:12:00-05:00
SS-8409,#7121,1939284567972320024968,UPS,2026-08-04,delivered,2026-08-07T22:06:00-04:00
SS-8411,#7076,03880653331537795995,USPS,2026-08-04,shipped,2026-08-07T12:23:00-07:00
SS-8583,#7088,28348315203771070449,FedEx,2026-08-04,delivered,2026-08-06T22:47:00-04:00
SS-8602,#7041,49678274117674124151,FedEx,2026-08-04,in_transit,2026-08-07T07:14:00-07:00
SS-8616,#7081,20599604387875357788,USPS,2026-08-04,in_transit,2026-08-05T18:18:00-05:00
SS-8673,#7099,2362292587964347,USPS,2026-08-04,in_transit,2026-08-07T15:32:00-05:00
SS-8680,#7064,09608587495119181828,UPS,2026-08-04,delivered,2026-08-06T22:21:00-04:00
SS-8837,#7104,5017833258486899936079,UPS,2026-08-04,delivered,2026-08-05T14:17:00-04:00
SS-8839,#7042,4039464083037360,USPS,2026-08-04,delivered,2026-08-06T07:35:00-05:00
SS-8847,#7133,9277885190534864,UPS,2026-08-04,delivered,2026-08-09T18:27:00-07:00
SS-8954,#7085,43658585642304120270,USPS,2026-08-04,delivered,2026-08-08T10:25:00-04:00
SS-8962,#7127,9470318053396274666215,FedEx,2026-08-04,delivered,2026-08-07T19:38:00-05:00
SS-8972,#7101,94296882769704095314,FedEx,2026-08-04,delivered,2026-08-09T19:41:00-07:00
SS-8993,#7044,0064454752311232,USPS,2026-08-04,delivered,2026-08-05T17:21:00-07:00
SS-9001,#7029,7062932880983221,FedEx,2026-08-04,delivered,2026-08-09T17:49:00-05:00
SS-9053,#7089,33853247250583334303,UPS,2026-08-04,delivered,2026-08-09T22:31:00-07:00
SS-9072,#7063,9756154705549121,FedEx,2026-08-04,delivered,2026-08-08T09:22:00-05:00
SS-9146,#7036,5217465353780189156734,USPS,2026-08-04,delivered,2026-08-08T20:47:00-05:00
SS-9213,#7066,64261070335084243198,USPS,2026-08-04,delivered,2026-08-05T07:40:00-07:00
SS-9263,#7078,14378844370661875646,USPS,2026-08-04,delivered,2026-08-09T13:02:00-07:00
SS-9338,#7086,45122444189974023386,UPS,2026-08-04,in_transit,2026-08-06T19:55:00-07:00
SS-9417,#7105,4528986061065673,UPS,2026-08-04,in_transit,2026-08-09T20:31:00-05:00
SS-9482,#7038,8865834834835862673664,UPS,2026-08-04,delivered,2026-08-08T06:07:00-05:00
SS-9515,#7129,87228247183018179607,USPS,2026-08-04,delivered,2026-08-09T08:41:00-05:00
SS-9589,#7053,15538307755821262643,UPS,2026-08-04,delivered,2026-08-06T10:55:00-04:00
SS-9808,#7035,9097228582585455,FedEx,2026-08-04,delivered,2026-08-09T07:51:00-07:00
SS-9928,#7033,7695559355881082,USPS,2026-08-04,delivered,2026-08-09T13:13:00-04:00
SS-9934,#7040,59556216833576680895,FedEx,2026-08-04,delivered,2026-08-08T14:57:00-04:00
SS-9995,#7130,42840224626713202534,USPS,2026-08-04,delivered,2026-08-06T16:24:00-04:00
SS-10053,#7092,62176434939416674078,FedEx,2026-08-04,delivered,2026-08-08T12:12:00-05:00
SS-10088,#7117,2065910044364364443296,USPS,2026-08-04,in_transit,2026-08-07T21:08:00-04:00
