shipment_id,shopify_order_id,tracking_number,carrier,ship_date,status,last_scan_at
SS-8023,#7017,0104328986143410369711,UPS,2026-08-02,delivered,2026-08-07T18:55:00-05:00
SS-8116,#6955,01372151070296670662,USPS,2026-08-02,shipped,2026-08-07T12:29:00-05:00
SS-8282,#7022,0192927524372805,USPS,2026-08-02,delivered,2026-08-04T21:08:00-04:00
SS-8317,#6971,5093983430187186,USPS,2026-08-02,delivered,2026-08-06T15:55:00-04:00
SS-8323,#6946,15890429025725204565,USPS,2026-08-02,delivered,2026-08-05T11:19:00-04:00
SS-8331,#7028,3836151718275480157164,UPS,2026-08-02,delivered,2026-08-07T12:31:00-05:00
SS-8426,#7034,8637159741218209702316,UPS,2026-08-02,delivered,2026-08-03T16:59:00-07:00
SS-8448,#6992,26448869461195243640,USPS,2026-08-02,in_transit,2026-08-07T13:51:00-05:00
SS-8562,#7004,6766708061294398529894,UPS,2026-08-02,in_transit,2026-08-03T22:47:00-04:00
SS-8628,#6974,6107051843905529,FedEx,2026-08-02,delivered,2026-08-06T07:41:00-04:00
SS-8656,#6966,30932998199605932971,UPS,2026-08-02,delivered,2026-08-04T14:20:00-05:00
SS-8670,#6979,7046947258784448,FedEx,2026-08-02,delivered,2026-08-05T15:46:00-07:00
SS-8818,#7047,7753726032145057,FedEx,2026-08-02,in_transit,2026-08-05T19:34:00-07:00
SS-8903,#6943,9484002730086966,UPS,2026-08-02,delivered,2026-08-05T07:17:00-05:00
SS-8942,#6991,2999362165914388,FedEx,2026-08-02,delivered,2026-08-06T10:05:00-07:00
SS-8981,#7052,7468135926648698,USPS,2026-08-02,shipped,2026-08-05T11:56:00-04:00
SS-9010,#7010,9760932012657898,USPS,2026-08-02,delivered,2026-08-04T21:59:00-04:00
SS-9140,#7046,36221173277264883958,FedEx,2026-08-02,delivered,2026-08-05T17:13:00-07:00
SS-9180,#6959,1191589126864986478686,UPS,2026-08-02,in_transit,2026-08-07T21:06:00-04:00
SS-9230,#6986,70500493326724469317,FedEx,2026-08-02,in_transit,2026-08-07T12:47:00-05:00
SS-9240,#6985,2376317749542106,FedEx,2026-08-02,delivered,2026-08-05T10:22:00-04:00
SS-9273,#6945,9967069219587305498243,USPS,2026-08-02,delivered,2026-08-04T21:50:00-04:00
SS-9357,#6950,8968335570773123155505,USPS,2026-08-02,delivered,2026-08-05T14:25:00-07:00
SS-9495,#6978,3134275576729911549044,FedEx,2026-08-02,delivered,2026-08-07T14:31:00-07:00
SS-9528,#6953,4018144424842024350947,USPS,2026-08-02,delivered,2026-08-04T22:22:00-07:00
SS-9530,#7050,89137054245190826110,UPS,2026-08-02,delivery_exception,2026-08-05T13:28:00-07:00
SS-9595,#7024,1547734943148722,FedEx,2026-08-02,delivered,2026-08-06T19:35:00-05:00
SS-9605,#6963,67148030073565826082,FedEx,2026-08-02,delivered,2026-08-03T17:52:00-07:00
SS-9610,#7027,3768418471462201,FedEx,2026-08-02,delivered,2026-08-06T13:18:00-07:00
SS-9636,#7005,3170195866399287,FedEx,2026-08-02,shipped,2026-08-06T09:29:00-07:00
SS-9680,#6967,28051666081239278844,UPS,2026-08-02,shipped,2026-08-06T17:35:00-04:00
SS-9684,#6952,1047189119925692,USPS,2026-08-02,delivered,2026-08-04T12:36:00-05:00
SS-9688,#7054,4572275794074033744999,USPS,2026-08-02,in_transit,2026-08-04T10:25:00-05:00
SS-9693,#7015,48170361007701773759,UPS,2026-08-02,in_transit,2026-08-05T12:02:00-04:00
SS-9747,#6980,9067015120039344907697,UPS,2026-08-02,shipped,2026-08-03T15:54:00-07:00
SS-9767,#6996,6183073480022642597205,UPS,2026-08-02,delivered,2026-08-05T19:05:00-04:00
SS-9775,#7026,31602274330372718624,FedEx,2026-08-02,delivered,2026-08-07T06:55:00-04:00
SS-9877,#7032,21091294431414087834,USPS,2026-08-02,in_transit,2026-08-06T08:03:00-05:00
SS-9884,#7025,2621074144301061445299,USPS,2026-08-02,delivered,2026-08-04T07:15:00-05:00
SS-9891,#6988,21938682784726439330,USPS,2026-08-02,delivered,2026-08-04T19:50:00-04:00
SS-9991,#6982,93914265201201740209,USPS,2026-08-02,in_transit,2026-08-05T07:52:00-04:00
SS-10002,#6960,5070775088494999635768,UPS,2026-08-02,in_transit,2026-08-04T08:35:00-05:00
SS-10007,#6956,9354752112759637311493,FedEx,2026-08-02,delivered,2026-08-06T12:33:00-07:00
SS-10030,#6990,15999442618455375826,UPS,2026-08-02,delivered,2026-08-05T15:00:00-05:00
