shipment_id,shopify_order_id,tracking_number,carrier,ship_date,status,last_scan_at
SS-8078,#7546,2646471543799371,USPS,2026-08-14,in_transit,2026-08-19T15:53:00-07:00
SS-8185,#7520,30385677005184498926,USPS,2026-08-14,delivered,2026-08-17T18:18:00-04:00
SS-8209,#7519,55884506159399824558,FedEx,2026-08-14,delivered,2026-08-16T19:13:00-07:00
SS-8261,#7558,5569902355770272,USPS,2026-08-14,shipped,2026-08-17T22:12:00-07:00
SS-8293,#7506,0937618478700505061387,UPS,2026-08-14,delivered,2026-08-17T06:49:00-04:00
SS-8386,#7553,2661106273715869,UPS,2026-08-14,delivered,2026-08-19T10:49:00-07:00
SS-8405,#7515,6351903613325411076095,FedEx,2026-08-14,shipped,2026-08-15T06:49:00-05:00
SS-8422,#7494,54443928404456690782,USPS,2026-08-14,delivered,2026-08-16T20:35:00-05:00
SS-8433,#7540,71183727422091241862,UPS,2026-08-14,delivered,2026-08-18T09:11:00-04:00
SS-8531,#7548,9819602752334383640412,FedEx,2026-08-14,delivered,2026-08-15T19:25:00-04:00
SS-8552,#7470,5122572076502412095790,FedEx,2026-08-14,shipped,2026-08-15T17:25:00-05:00
SS-8631,#7537,9020357134324064,FedEx,2026-08-14,delivered,2026-08-19T17:40:00-04:00
SS-8669,#7441,1893974909617399,UPS,2026-08-14,delivery_exception,2026-08-18T08:03:00-05:00
SS-8674,#7452,4524555746966060,USPS,2026-08-14,shipped,2026-08-16T12:34:00-07:00
SS-8783,#7451,6094565346997990,UPS,2026-08-14,in_transit,2026-08-15T19:01:00-07:00
SS-8796,#7442,0546475489547876,USPS,2026-08-14,delivered,2026-08-18T16:47:00-04:00
SS-8812,#7434,7623039111428178522823,FedEx,2026-08-14,delivered,2026-08-17T17:42:00-05:00
SS-8822,#7473,4630040236936268943012,USPS,2026-08-14,delivered,2026-08-15T12:31:00-07:00
SS-8896,#7498,9085991449207492,FedEx,2026-08-14,shipped,2026-08-16T12:04:00-04:00
SS-8957,#7502,3010956797564915795546,FedEx,2026-08-14,in_transit,2026-08-15T10:03:00-05:00
SS-9175,#7539,7221138690871672,FedEx,2026-08-14,delivered,2026-08-18T22:56:00-04:00
SS-9187,#7550,5481867463000998,USPS,2026-08-14,delivered,2026-08-15T13:57:00-05:00
SS-9332,#7432,39847422567871888223,USPS,2026-08-14,shipped,2026-08-19T16:10:00-04:00
SS-9334,#7481,9846058679496383097236,USPS,2026-08-14,delivered,2026-08-18T15:09:00-04:00
SS-9414,#7487,1952814478674280218893,UPS,2026-08-14,in_transit,2026-08-18T09:24:00-05:00
SS-9623,#7471,9731730332496757,UPS,2026-08-14,shipped,2026-08-18T08:21:00-04:00
SS-9711,#7554,9062787902591204,USPS,2026-08-14,shipped,2026-08-19T22:17:00-05:00
SS-9741,#7464,14695093555570200617,UPS,2026-08-14,delivered,2026-08-18T07:50:00-07:00
SS-9754,#7461,98897284268092826164,UPS,2026-08-14,delivered,2026-08-16T07:28:00-04:00
SS-9771,#7547,67698897988775445847,UPS,2026-08-14,delivered,2026-08-17T09:18:00-07:00
SS-9838,#7500,3704333318838456125780,UPS,2026-08-14,delivered,2026-08-15T12:59:00-05:00
SS-9846,#7459,99495940389554656531,USPS,2026-08-14,delivered,2026-08-15T17:01:00-07:00
SS-9855,#7526,2121560387108803,UPS,2026-08-14,shipped,2026-08-16T12:53:00-05:00
SS-9858,#7482,1589333528660138,UPS,2026-08-14,delivered,2026-08-15T13:28:00-07:00
SS-9953,#7430,1143583040775130,UPS,2026-08-14,delivered,2026-08-17T07:27:00-05:00
SS-10057,#7504,7569269203273571256721,USPS,2026-08-14,in_transit,2026-08-18T21:54:00-05:00
SS-10060,#7511,30341365329856849977,FedEx,2026-08-14,shipped,2026-08-16T18:22:00-04:00
SS-10070,#7460,8506929873864006,USPS,2026-08-14,delivered,2026-08-19T12:10:00-05:00
SS-10082,#7468,10907718235327737655,UPS,2026-08-14,shipped,2026-08-19T13:03:00-04:00
