shipment_id,shopify_order_id,tracking_number,carrier,ship_date,status,last_scan_at
SS-8017,#6135,54629148652816850542,USPS,2026-07-13,in_transit,2026-07-15T06:40:00-05:00
SS-8077,#6229,60466183982622444721,UPS,2026-07-13,delivered,2026-07-14T12:28:00-07:00
SS-8125,#6178,9391725135521570,USPS,2026-07-13,delivered,2026-07-16T19:32:00-05:00
SS-8158,#6196,9659027716701450899358,USPS,2026-07-13,delivered,2026-07-17T12:03:00-07:00
SS-8225,#6186,3928557498218274485708,UPS,2026-07-13,in_transit,2026-07-14T21:02:00-04:00
SS-8294,#6190,82931027079032020417,UPS,2026-07-13,delivered,2026-07-14T10:17:00-05:00
SS-8356,#6197,7626393436262044397359,USPS,2026-07-13,shipped,2026-07-15T16:19:00-04:00
SS-8358,#6206,0537599004896465280924,FedEx,2026-07-13,delivered,2026-07-18T13:44:00-05:00
SS-8415,#6191,2410261534735528961122,FedEx,2026-07-13,shipped,2026-07-14T07:15:00-07:00
SS-8489,#6167,11291093371189547382,FedEx,2026-07-13,delivery_exception,2026-07-18T06:28:00-04:00
SS-8588,#6214,7836091498517244472322,FedEx,2026-07-13,in_transit,2026-07-14T18:20:00-07:00
SS-8697,#6141,26832303589298808583,FedEx,2026-07-13,delivered,2026-07-17T21:44:00-04:00
SS-8712,#6131,3824073333732043097768,UPS,2026-07-13,delivered,2026-07-15T20:56:00-04:00
SS-8740,#6208,5826862703692492693265,FedEx,2026-07-13,in_transit,2026-07-18T16:36:00-07:00
SS-8849,#6203,0452128991511455129391,USPS,2026-07-13,in_transit,2026-07-17T12:32:00-04:00
SS-8856,#6161,5668473236533774604067,FedEx,2026-07-13,in_transit,2026-07-16T06:54:00-07:00
SS-8859,#6247,3720376388214584148460,FedEx,2026-07-13,delivered,2026-07-15T15:10:00-04:00
SS-8988,#6125,5401659953006221224276,FedEx,2026-07-13,shipped,2026-07-15T22:05:00-04:00
SS-9390,#6132,8371030737260720,FedEx,2026-07-13,delivered,2026-07-18T06:20:00-04:00
SS-9398,#6232,0288661680199034213485,USPS,2026-07-13,delivered,2026-07-14T15:07:00-04:00
SS-9436,#6201,73512724553375656976,UPS,2026-07-13,delivered,2026-07-18T16:16:00-05:00
SS-9638,#6227,44160332888070051028,FedEx,2026-07-13,delivered,2026-07-18T15:02:00-04:00
SS-9647,#6170,4142487396262591,FedEx,2026-07-13,shipped,2026-07-15T12:44:00-05:00
SS-9736,#6223,60435983985907996585,UPS,2026-07-13,delivered,2026-07-14T19:34:00-07:00
SS-9905,#6184,67659645876694947155,FedEx,2026-07-13,delivered,2026-07-17T08:57:00-05:00
SS-9929,#6150,2775477774592541238724,USPS,2026-07-13,delivered,2026-07-14T17:29:00-07:00
SS-9960,#6175,7943218302426468551902,USPS,2026-07-13,in_transit,2026-07-14T13:34:00-07:00
SS-10006,#6130,2234267870323812817189,USPS,2026-07-13,delivered,2026-07-18T22:54:00-04:00
SS-10020,#6168,2100720409471124617578,FedEx,2026-07-13,delivered,2026-07-15T07:45:00-07:00
SS-10048,#6245,89452395960233159987,USPS,2026-07-13,in_transit,2026-07-16T10:36:00-07:00
SS-10066,#6233,71541766045689391164,USPS,2026-07-13,shipped,2026-07-15T11:35:00-07:00
SS-10068,#6221,5208529645521750499887,FedEx,2026-07-13,delivered,2026-07-14T12:28:00-07:00
