shipment_id,shopify_order_id,tracking_number,carrier,ship_date,status,last_scan_at
SS-8002,#6219,1249985698478961,UPS,2026-07-14,delivered,2026-07-18T15:20:00-04:00
SS-8020,#6217,35977468862392407581,UPS,2026-07-14,delivered,2026-07-15T14:26:00-05:00
SS-8039,#6205,7321046963259532,UPS,2026-07-14,in_transit,2026-07-16T14:52:00-07:00
SS-8095,#6193,1684577590175186,USPS,2026-07-14,shipped,2026-07-19T15:17:00-05:00
SS-8112,#6180,61990623445655743132,UPS,2026-07-14,delivered,2026-07-19T15:37:00-05:00
SS-8221,#6224,5208814743503136,USPS,2026-07-14,shipped,2026-07-15T18:48:00-07:00
SS-8240,#6253,05383388487920698042,FedEx,2026-07-14,delivered,2026-07-18T09:37:00-04:00
SS-8255,#6195,9830220502099451,UPS,2026-07-14,delivered,2026-07-18T19:26:00-04:00
SS-8259,#6260,89952997877293430107,UPS,2026-07-14,delivered,2026-07-16T11:07:00-07:00
SS-8307,#6231,2570165804649893195085,FedEx,2026-07-14,delivered,2026-07-19T18:39:00-07:00
SS-8503,#6179,19642152265576769523,UPS,2026-07-14,delivered,2026-07-18T16:59:00-05:00
SS-8541,#6242,04090742608805017164,UPS,2026-07-14,shipped,2026-07-19T18:31:00-07:00
SS-8676,#6288,7411325797067349960105,USPS,2026-07-14,in_transit,2026-07-17T17:45:00-04:00
SS-8736,#6279,96496737945772785324,UPS,2026-07-14,delivery_exception,2026-07-15T21:01:00-05:00
SS-8833,#6220,1217221455937661,USPS,2026-07-14,delivered,2026-07-15T16:24:00-04:00
SS-8834,#6264,8943705263510046,FedEx,2026-07-14,delivered,2026-07-19T19:14:00-04:00
SS-8842,#6166,26325144881121031421,FedEx,2026-07-14,shipped,2026-07-19T07:37:00-07:00
SS-8888,#6281,3009156182980365774491,USPS,2026-07-14,delivery_exception,2026-07-16T22:15:00-04:00
SS-8907,#6289,0817760299140688413337,UPS,2026-07-14,delivered,2026-07-17T16:11:00-05:00
SS-8908,#6241,3125523561781703,UPS,2026-07-14,in_transit,2026-07-15T09:08:00-07:00
SS-8919,#6261,98811457887071523867,USPS,2026-07-14,delivered,2026-07-19T14:46:00-04:00
SS-8949,#6204,09309671397191260221,UPS,2026-07-14,delivered,2026-07-15T19:00:00-07:00
SS-8974,#6287,6240964966834960478421,FedEx,2026-07-14,delivered,2026-07-15T07:01:00-05:00
SS-9019,#6160,4189485432987698,UPS,2026-07-14,delivered,2026-07-16T12:37:00-04:00
SS-9034,#6173,2417842902923345,UPS,2026-07-14,delivered,2026-07-18T13:15:00-07:00
SS-9051,#6198,9627322626114243625854,FedEx,2026-07-14,delivered,2026-07-18T12:25:00-04:00
SS-9093,#6243,8680085294690217741743,FedEx,2026-07-14,shipped,2026-07-17T17:29:00-05:00
SS-9198,#6212,25127267086665622419,UPS,2026-07-14,delivered,2026-07-19T13:53:00-05:00
SS-9367,#6216,9286433026509962183667,USPS,2026-07-14,delivered,2026-07-19T18:49:00-05:00
SS-9411,#6251,59994004108479135113,FedEx,2026-07-14,delivered,2026-07-15T18:49:00-04:00
SS-9447,#6213,8513538148374755,FedEx,2026-07-14,delivered,2026-07-17T18:27:00-07:00
SS-9490,#6209,7455537062728167337461,USPS,2026-07-14,delivered,2026-07-19T21:17:00-07:00
SS-9719,#6226,10819484226230036072,UPS,2026-07-14,delivered,2026-07-19T10:22:00-07:00
SS-9791,#6248,5959955055362917,UPS,2026-07-14,delivered,2026-07-17T11:03:00-07:00
SS-9973,#6284,8747793599584383569997,USPS,2026-07-14,delivered,2026-07-18T18:22:00-04:00
