shipment_id,shopify_order_id,tracking_number,carrier,ship_date,status,last_scan_at
SS-8066,#8170,4587717535560932048996,UPS,2026-08-31,delivered,2026-09-04T08:09:00-07:00
SS-8139,#8256,03070534578610357972,UPS,2026-08-31,delivered,2026-09-05T22:00:00-05:00
SS-8174,#8248,8877043581128801336138,USPS,2026-08-31,delivered,2026-09-01T06:03:00-04:00
SS-8241,#8228,0439407016451046368157,USPS,2026-08-31,delivered,2026-09-05T22:44:00-07:00
SS-8328,#8260,3108907140140119,FedEx,2026-08-31,in_transit,2026-09-04T09:42:00-05:00
SS-8338,#8197,8897782806479695,UPS,2026-08-31,delivered,2026-09-03T07:55:00-07:00
SS-8382,#8166,38997563410856288431,FedEx,2026-08-31,delivered,2026-09-01T19:25:00-05:00
SS-8392,#8198,9098378018204339,FedEx,2026-08-31,in_transit,2026-09-02T15:24:00-04:00
SS-8418,#8167,8578725587774969033373,FedEx,2026-08-31,in_transit,2026-09-01T10:37:00-07:00
SS-8427,#8267,4334817058025662128671,USPS,2026-08-31,delivered,2026-09-04T22:37:00-07:00
SS-8446,#8265,6016923645875066337050,FedEx,2026-08-31,in_transit,2026-09-05T20:34:00-04:00
SS-8520,#8274,59096056730306442121,USPS,2026-08-31,delivered,2026-09-01T06:41:00-04:00
SS-8539,#8175,5379538164938318491966,UPS,2026-08-31,delivered,2026-09-03T09:39:00-05:00
SS-8620,#8232,5622710433187510979215,USPS,2026-08-31,delivered,2026-09-03T21:50:00-05:00
SS-8665,#8220,8727601534332491357790,UPS,2026-08-31,delivered,2026-09-01T12:54:00-04:00
SS-8702,#8186,8972154064176927,USPS,2026-08-31,delivered,2026-09-02T17:15:00-07:00
SS-8716,#8191,1514940976263748,FedEx,2026-08-31,delivery_exception,2026-09-04T14:54:00-05:00
SS-8813,#8275,0524808806220722395947,FedEx,2026-08-31,shipped,2026-09-03T10:24:00-04:00
SS-8872,#8240,38815881445822067323,USPS,2026-08-31,shipped,2026-09-04T11:43:00-04:00
SS-9017,#8168,0580119509271152,UPS,2026-08-31,delivered,2026-09-04T06:19:00-05:00
SS-9022,#8212,2174357483526806486067,UPS,2026-08-31,delivered,2026-09-05T08:27:00-04:00
SS-9027,#8192,0122759500260151532594,UPS,2026-08-31,delivered,2026-09-01T21:02:00-07:00
SS-9041,#8215,59772168800537893186,FedEx,2026-08-31,delivered,2026-09-01T16:46:00-04:00
SS-9055,#8201,7694535365974669,USPS,2026-08-31,delivered,2026-09-01T18:33:00-04:00
SS-9085,#8162,4414916999393449,USPS,2026-08-31,delivered,2026-09-03T20:31:00-07:00
SS-9087,#8287,8629739889413210972021,USPS,2026-08-31,in_transit,2026-09-02T17:58:00-05:00
SS-9215,#8205,5167586463395348110501,USPS,2026-08-31,delivered,2026-09-04T17:14:00-05:00
SS-9291,#8251,1948962980568201753079,FedEx,2026-08-31,delivered,2026-09-01T12:33:00-04:00
SS-9298,#8185,4496539160770040,UPS,2026-08-31,delivered,2026-09-01T09:20:00-04:00
SS-9308,#8290,68605063066360502816,FedEx,2026-08-31,delivered,2026-09-04T09:22:00-07:00
SS-9325,#8246,2777733168066470703850,UPS,2026-08-31,delivered,2026-09-01T19:05:00-04:00
SS-9403,#8180,2321540131535069626168,USPS,2026-08-31,delivered,2026-09-05T19:05:00-04:00
SS-9592,#8272,3164982838597477656590,UPS,2026-08-31,shipped,2026-09-02T08:09:00-05:00
SS-9614,#8221,3032645649674199160539,FedEx,2026-08-31,in_transit,2026-09-01T14:02:00-05:00
SS-9773,#8241,75193463890124844793,UPS,2026-08-31,delivered,2026-09-05T12:52:00-04:00
SS-9870,#8184,3985907429414290495776,USPS,2026-08-31,delivered,2026-09-02T08:35:00-07:00
SS-9882,#8254,38828720476766608288,USPS,2026-08-31,delivered,2026-09-02T21:08:00-05:00
SS-9893,#8164,8498118465124210,USPS,2026-08-31,delivered,2026-09-02T21:58:00-05:00
SS-9980,#8210,8036957562943391686708,USPS,2026-08-31,delivered,2026-09-03T10:19:00-05:00
SS-9994,#8270,8011308523156823,UPS,2026-08-31,shipped,2026-09-01T07:53:00-07:00
SS-10003,#8207,6621380595194845,USPS,2026-08-31,delivered,2026-09-01T10:02:00-05:00
SS-10049,#8238,51757903230888060941,UPS,2026-08-31,in_transit,2026-09-02T13:37:00-04:00
