shipment_id,shopify_order_id,tracking_number,carrier,ship_date,status,last_scan_at
SS-8060,#7739,9033119079030673830284,UPS,2026-08-19,delivered,2026-08-20T08:56:00-07:00
SS-8230,#7639,83928861957612286852,UPS,2026-08-19,in_transit,2026-08-23T06:14:00-07:00
SS-8256,#7670,0162249998279501,FedEx,2026-08-19,in_transit,2026-08-23T13:52:00-05:00
SS-8274,#7701,84699733549465190986,USPS,2026-08-19,delivered,2026-08-22T06:12:00-04:00
SS-8445,#7681,7152732300857666567491,UPS,2026-08-19,in_transit,2026-08-22T11:03:00-04:00
SS-8466,#7754,21518260688871898131,UPS,2026-08-19,delivered,2026-08-20T14:28:00-07:00
SS-8565,#7637,2440793110291813317087,UPS,2026-08-19,delivered,2026-08-23T07:10:00-05:00
SS-8687,#7760,7006661554164316704502,USPS,2026-08-19,in_transit,2026-08-24T18:36:00-04:00
SS-8744,#7648,6767209579927079551512,FedEx,2026-08-19,delivered,2026-08-21T20:27:00-05:00
SS-8772,#7673,70394380403253765769,UPS,2026-08-19,delivered,2026-08-21T13:22:00-04:00
SS-8878,#7764,5054296080706336,UPS,2026-08-19,delivered,2026-08-23T10:14:00-07:00
SS-8971,#7688,80675712369149611287,FedEx,2026-08-19,delivered,2026-08-21T10:54:00-05:00
SS-9054,#7640,1158760545769475,USPS,2026-08-19,shipped,2026-08-20T20:23:00-07:00
SS-9122,#7650,23392188352791875067,UPS,2026-08-19,in_transit,2026-08-22T06:02:00-05:00
SS-9167,#7762,75833364770413090915,FedEx,2026-08-19,delivered,2026-08-24T13:01:00-05:00
SS-9302,#7730,2303974408806708987092,FedEx,2026-08-19,delivered,2026-08-21T17:43:00-04:00
SS-9454,#7682,45150252854613087308,UPS,2026-08-19,delivered,2026-08-20T07:22:00-07:00
SS-9677,#7693,5294930741799654,USPS,2026-08-19,delivered,2026-08-21T10:12:00-07:00
SS-9682,#7726,24824886313737145031,USPS,2026-08-19,delivered,2026-08-24T20:23:00-04:00
SS-9685,#7707,4768834103414131811814,FedEx,2026-08-19,delivered,2026-08-23T13:41:00-05:00
SS-9777,#7717,54598586635654180288,FedEx,2026-08-19,shipped,2026-08-21T10:12:00-07:00
SS-9996,#7737,2386707760429398,USPS,2026-08-19,delivered,2026-08-22T07:52:00-05:00
