shipment_id,shopify_order_id,tracking_number,carrier,ship_date,status,last_scan_at
SS-8319,#6024,5547813767426629,UPS,2026-07-08,delivered,2026-07-11T13:42:00-04:00
SS-8326,#6006,98881671120754527985,FedEx,2026-07-08,delivered,2026-07-11T13:00:00-07:00
SS-9035,#6014,1100906053088684,FedEx,2026-07-08,delivered,2026-07-09T16:03:00-04:00
SS-9131,#6032,84581308898305748839,UPS,2026-07-08,delivered,2026-07-09T16:29:00-05:00
SS-9200,#6021,00618489742235434046,UPS,2026-07-08,delivered,2026-07-11T07:00:00-05:00
SS-9237,#6004,5036988843933324,FedEx,2026-07-08,delivered,2026-07-11T21:52:00-07:00
SS-9453,#6028,87930302853272766983,UPS,2026-07-08,delivered,2026-07-10T09:56:00-04:00
SS-9539,#6020,0690149711038471,UPS,2026-07-08,delivered,2026-07-10T12:45:00-07:00
SS-9561,#6010,3465815398852178955990,USPS,2026-07-08,delivery_exception,2026-07-13T20:08:00-07:00
SS-9607,#6003,2526119789259465,FedEx,2026-07-08,delivered,2026-07-13T16:31:00-04:00
