shipment_id,shopify_order_id,tracking_number,carrier,ship_date,status,last_scan_at
SS-8012,#7973,1883552312432921277997,USPS,2026-08-26,delivery_exception,2026-08-28T09:50:00-07:00
SS-8035,#8072,8018242253584143,UPS,2026-08-26,delivered,2026-08-29T10:30:00-07:00
SS-8047,#7978,8585497334843443757584,FedEx,2026-08-26,delivered,2026-08-27T17:28:00-04:00
SS-8062,#8062,5685662462873342,UPS,2026-08-26,delivered,2026-08-28T13:30:00-07:00
SS-8178,#7982,4508821009968814353682,USPS,2026-08-26,delivered,2026-08-28T11:18:00-04:00
SS-8196,#8045,1143519066984902770384,UPS,2026-08-26,delivered,2026-08-29T22:07:00-04:00
SS-8219,#7943,3564757051204618,UPS,2026-08-26,in_transit,2026-08-31T21:12:00-05:00
SS-8300,#7940,05436459701082207811,USPS,2026-08-26,delivered,2026-08-30T08:22:00-07:00
SS-8343,#7968,63919195419876351484,UPS,2026-08-26,in_transit,2026-08-28T06:16:00-04:00
SS-8346,#8047,4936312303477866032420,UPS,2026-08-26,shipped,2026-08-27T15:35:00-04:00
SS-8398,#7961,9420074946539840289141,UPS,2026-08-26,delivered,2026-08-28T21:13:00-07:00
SS-8546,#8042,03763715398854728123,USPS,2026-08-26,delivered,2026-08-31T07:46:00-05:00
SS-8641,#8003,3273034615626244670462,FedEx,2026-08-26,delivered,2026-08-30T14:27:00-05:00
SS-8750,#8007,0633016583737927,FedEx,2026-08-26,delivered,2026-08-30T20:47:00-05:00
SS-8774,#7944,04769210533651460401,FedEx,2026-08-26,delivered,2026-08-27T08:19:00-07:00
SS-8832,#8014,4466345337220109,UPS,2026-08-26,delivered,2026-08-30T19:28:00-05:00
SS-8851,#8063,4021190170756814298315,UPS,2026-08-26,delivered,2026-08-31T08:53:00-05:00
SS-8916,#7979,6505871469218219,FedEx,2026-08-26,delivered,2026-08-29T09:36:00-05:00
SS-8968,#8034,3708782116020418135998,UPS,2026-08-26,delivered,2026-08-31T09:42:00-04:00
SS-8992,#7964,80785254824218385454,UPS,2026-08-26,delivered,2026-08-30T09:06:00-05:00
SS-9109,#7963,5920616581292059,USPS,2026-08-26,delivered,2026-08-29T16:55:00-04:00
SS-9125,#7977,6656862959125734989925,USPS,2026-08-26,delivered,2026-08-29T14:04:00-04:00
SS-9130,#8017,8605210262706648900824,UPS,2026-08-26,in_transit,2026-08-29T12:26:00-05:00
SS-9158,#7935,6271358969335390,UPS,2026-08-26,delivered,2026-08-31T07:23:00-07:00
SS-9266,#8009,7469833067730671,UPS,2026-08-26,delivered,2026-08-28T14:43:00-07:00
SS-9272,#8001,4942694203983135490145,UPS,2026-08-26,delivered,2026-08-28T22:59:00-07:00
SS-9341,#8065,6197979724528413,USPS,2026-08-26,delivered,2026-08-30T20:26:00-04:00
SS-9457,#8011,4473057771961997,USPS,2026-08-26,delivered,2026-08-27T14:21:00-07:00
SS-9483,#7950,85320775870894326983,UPS,2026-08-26,delivered,2026-08-29T08:52:00-07:00
SS-9493,#7962,5167045059982267312343,USPS,2026-08-26,delivered,2026-08-31T17:15:00-04:00
SS-9519,#7989,9637881193899906820130,USPS,2026-08-26,delivered,2026-08-27T22:30:00-04:00
SS-9553,#8025,1103495611998996511815,UPS,2026-08-26,delivered,2026-08-27T16:15:00-04:00
SS-9568,#8031,0641910616691008224216,UPS,2026-08-26,delivered,2026-08-31T14:51:00-05:00
SS-9639,#8076,7451202201754541,UPS,2026-08-26,delivered,2026-08-30T06:06:00-07:00
SS-9667,#8075,0392788881893046163881,FedEx,2026-08-26,delivered,2026-08-27T06:13:00-05:00
SS-9722,#8056,0330454410616649700844,USPS,2026-08-26,delivered,2026-08-28T16:14:00-04:00
SS-9751,#8026,2698044665895247,UPS,2026-08-26,in_transit,2026-08-30T08:31:00-05:00
SS-9778,#7984,25212886690594699842,FedEx,2026-08-26,delivered,2026-08-27T20:44:00-05:00
SS-9843,#7965,96551025066686067347,UPS,2026-08-26,in_transit,2026-08-27T11:34:00-04:00
SS-9927,#7969,04884915089244640350,USPS,2026-08-26,delivered,2026-08-30T14:29:00-07:00
SS-9998,#7948,10972472542654168939,USPS,2026-08-26,delivered,2026-08-27T15:39:00-07:00
