shipment_id,shopify_order_id,tracking_number,carrier,ship_date,status,last_scan_at
SS-8049,#6035,2199330833016571,USPS,2026-07-10,delivered,2026-07-12T06:57:00-04:00
SS-8107,#6078,9252419138000307,FedEx,2026-07-10,delivered,2026-07-11T16:40:00-05:00
SS-8136,#6023,7024629960653074505444,FedEx,2026-07-10,delivered,2026-07-13T07:53:00-07:00
SS-8175,#6025,6120750110248193466766,FedEx,2026-07-10,in_transit,2026-07-11T11:47:00-04:00
SS-8295,#6082,92911179931365651982,USPS,2026-07-10,delivered,2026-07-13T14:29:00-05:00
SS-8344,#6062,6853664987820829737489,USPS,2026-07-10,delivered,2026-07-13T11:00:00-04:00
SS-8347,#6098,44820700159416516231,UPS,2026-07-10,delivered,2026-07-12T06:03:00-07:00
SS-8404,#6057,4187758030468750,UPS,2026-07-10,delivered,2026-07-14T10:40:00-07:00
SS-8412,#6052,9465217073033793,UPS,2026-07-10,delivered,2026-07-12T06:33:00-05:00
SS-8420,#6047,53907895677665754602,USPS,2026-07-10,delivered,2026-07-14T18:25:00-07:00
SS-8481,#6106,5456284177225605313402,UPS,2026-07-10,delivery_exception,2026-07-12T11:23:00-05:00
SS-8570,#6096,8842599599610023117753,FedEx,2026-07-10,delivered,2026-07-13T10:00:00-04:00
SS-8573,#6017,0130205698152873,USPS,2026-07-10,in_transit,2026-07-15T06:29:00-04:00
SS-8592,#6009,42901935889536902611,FedEx,2026-07-10,delivered,2026-07-15T09:03:00-07:00
SS-8605,#6012,06178932064969357824,UPS,2026-07-10,delivered,2026-07-15T19:31:00-04:00
SS-8619,#6084,8395894773522870,UPS,2026-07-10,delivered,2026-07-12T13:40:00-05:00
SS-8625,#6089,87741865205756398365,UPS,2026-07-10,delivered,2026-07-13T13:41:00-07:00
SS-8654,#6090,3319422686536945515888,UPS,2026-07-10,delivered,2026-07-12T10:24:00-04:00
SS-8703,#6030,4381199537660144,USPS,2026-07-10,in_transit,2026-07-11T09:46:00-05:00
SS-8728,#6049,7399006314035263560229,UPS,2026-07-10,delivered,2026-07-12T21:06:00-05:00
SS-8805,#6116,92234103469967331167,FedEx,2026-07-10,delivered,2026-07-13T10:15:00-07:00
SS-8881,#6081,6381643212694289,FedEx,2026-07-10,delivered,2026-07-15T06:57:00-05:00
SS-8936,#6114,9972736774620258,FedEx,2026-07-10,in_transit,2026-07-11T22:05:00-05:00
SS-8948,#6050,15239102929501437483,FedEx,2026-07-10,delivered,2026-07-14T21:29:00-07:00
SS-8997,#6108,4454460838517993,FedEx,2026-07-10,in_transit,2026-07-14T17:27:00-04:00
SS-9026,#6076,8619025476022069535412,UPS,2026-07-10,in_transit,2026-07-14T18:42:00-05:00
SS-9086,#6095,7439464088223095,FedEx,2026-07-10,delivered,2026-07-13T06:17:00-07:00
SS-9102,#6070,37337912121101878035,USPS,2026-07-10,delivered,2026-07-11T20:56:00-05:00
SS-9159,#6103,05856154731566397925,UPS,2026-07-10,delivered,2026-07-13T10:42:00-04:00
SS-9277,#6044,8500728895927411680691,UPS,2026-07-10,shipped,2026-07-15T17:14:00-04:00
SS-9307,#6059,5302618402578703,UPS,2026-07-10,delivered,2026-07-14T10:51:00-04:00
SS-9415,#6111,0635780378912139743699,UPS,2026-07-10,in_transit,2026-07-13T18:55:00-04:00
SS-9531,#6033,3565942992023766,FedEx,2026-07-10,delivered,2026-07-13T11:42:00-07:00
SS-9628,#6122,5606699261382687,FedEx,2026-07-10,delivered,2026-07-15T22:39:00-07:00
SS-9635,#6102,25507868878602039221,FedEx,2026-07-10,delivered,2026-07-12T16:42:00-07:00
SS-9756,#6068,6479512798312428535416,FedEx,2026-07-10,in_transit,2026-07-13T21:18:00-07:00
SS-9793,#6083,7882165119214574452030,FedEx,2026-07-10,in_transit,2026-07-15T06:53:00-05:00
SS-9864,#6100,74806611262030695165,USPS,2026-07-10,delivered,2026-07-12T12:27:00-07:00
SS-9892,#6036,4596920666048531234435,UPS,2026-07-10,delivered,2026-07-12T09:29:00-04:00
SS-9920,#6040,20756052699015230299,UPS,2026-07-10,shipped,2026-07-11T18:30:00-04:00
SS-9985,#6008,6922394071734346609547,USPS,2026-07-10,delivered,2026-07-13T17:27:00-05:00
