shipment_id,shopify_order_id,tracking_number,carrier,ship_date,status,last_scan_at
SS-8148,#6924,2521752500743292,FedEx,2026-08-01,delivered,2026-08-06T16:36:00-04:00
SS-8153,#6948,4618499261891411739348,USPS,2026-08-01,delivered,2026-08-04T17:07:00-04:00
SS-8465,#6977,11178309997419267649,USPS,2026-08-01,delivered,2026-08-04T13:56:00-05:00
SS-8488,#6922,4755411082555989534396,UPS,2026-08-01,delivered,2026-08-06T20:41:00-05:00
SS-8613,#6915,14976461368474883607,USPS,2026-08-01,delivered,2026-08-05T18:15:00-07:00
SS-8618,#6981,7287286604164485959224,USPS,2026-08-01,shipped,2026-08-04T16:01:00-05:00
SS-8734,#6944,07139848228501168809,UPS,2026-08-01,delivery_exception,2026-08-06T11:05:00-05:00
SS-8745,#6958,2946213541597099625438,USPS,2026-08-01,delivered,2026-08-06T06:18:00-04:00
SS-8767,#6957,8662813721433080,USPS,2026-08-01,delivered,2026-08-05T12:12:00-05:00
SS-8784,#6961,7075504768169957,USPS,2026-08-01,delivered,2026-08-04T21:54:00-05:00
SS-8810,#6999,8306503121980418,UPS,2026-08-01,shipped,2026-08-05T22:47:00-04:00
SS-8860,#7002,1913443899827802058695,UPS,2026-08-01,delivered,2026-08-05T20:25:00-07:00
SS-8893,#6926,5669106271531234550688,FedEx,2026-08-01,delivered,2026-08-06T22:13:00-05:00
SS-8937,#6972,2543183281231239204910,FedEx,2026-08-01,in_transit,2026-08-05T06:57:00-04:00
SS-8946,#6911,2560832004879788897535,USPS,2026-08-01,delivered,2026-08-05T18:46:00-05:00
SS-9052,#6995,21880879919623419964,FedEx,2026-08-01,shipped,2026-08-02T22:28:00-04:00
SS-9301,#6975,78802652951646933356,UPS,2026-08-01,delivered,2026-08-05T22:38:00-05:00
SS-9434,#6998,6598669327841783765915,UPS,2026-08-01,delivered,2026-08-06T14:53:00-04:00
SS-9545,#6989,0485277586703656,FedEx,2026-08-01,delivered,2026-08-03T11:19:00-07:00
SS-9576,#7016,19903803514895382944,UPS,2026-08-01,delivered,2026-08-04T08:21:00-07:00
SS-9726,#7013,11152558627788826031,FedEx,2026-08-01,delivered,2026-08-04T12:12:00-07:00
SS-9760,#6917,5025497239201029,USPS,2026-08-01,delivered,2026-08-02T17:05:00-05:00
SS-9779,#6918,88284705203132988712,UPS,2026-08-01,delivered,2026-08-03T20:41:00-05:00
SS-9824,#6923,5647711588218708,USPS,2026-08-01,delivered,2026-08-06T08:20:00-05:00
SS-9844,#7007,6714998632895910385242,UPS,2026-08-01,delivered,2026-08-03T17:57:00-04:00
SS-9861,#6931,39687186717080492932,FedEx,2026-08-01,delivered,2026-08-04T21:41:00-04:00
SS-9901,#6919,61023726432058699724,USPS,2026-08-01,shipped,2026-08-06T10:28:00-07:00
SS-9945,#6987,6138674857830455,FedEx,2026-08-01,in_transit,2026-08-04T22:11:00-05:00
SS-9968,#6907,8010936091949081,FedEx,2026-08-01,delivered,2026-08-04T11:03:00-05:00
SS-10041,#7008,1764040465511286381105,USPS,2026-08-01,shipped,2026-08-06T14:50:00-04:00
