shipment_id,shopify_order_id,tracking_number,carrier,ship_date,status,last_scan_at
SS-8033,#6799,3132370589578291146786,USPS,2026-07-29,in_transit,2026-08-03T21:01:00-04:00
SS-8217,#6824,44846312241797497350,FedEx,2026-07-29,delivered,2026-08-03T13:06:00-07:00
SS-8277,#6810,4220102762126796927868,USPS,2026-07-29,delivered,2026-08-03T20:40:00-05:00
SS-8286,#6789,9385258001061817,FedEx,2026-07-29,delivered,2026-08-03T09:45:00-05:00
SS-8455,#6802,7164932898027148727178,UPS,2026-07-29,in_transit,2026-08-02T09:24:00-04:00
SS-8485,#6865,92312604326093106684,FedEx,2026-07-29,delivered,2026-07-30T10:46:00-04:00
SS-8551,#6800,6613473235494012897432,UPS,2026-07-29,delivered,2026-07-30T15:29:00-05:00
SS-8591,#6812,5956164205955657490250,UPS,2026-07-29,delivered,2026-08-01T22:50:00-04:00
SS-8614,#6796,65817390637579145211,FedEx,2026-07-29,delivered,2026-08-01T13:32:00-04:00
SS-8704,#6793,4856451017397396,FedEx,2026-07-29,in_transit,2026-07-31T16:08:00-05:00
SS-8800,#6889,36749785249141686013,FedEx,2026-07-29,delivered,2026-08-03T10:15:00-05:00
SS-8803,#6873,4463339994853208,UPS,2026-07-29,delivery_exception,2026-07-30T12:12:00-04:00
SS-8863,#6815,3768118723335104,USPS,2026-07-29,delivered,2026-07-30T17:28:00-04:00
SS-8929,#6844,4715531325936781,FedEx,2026-07-29,delivered,2026-08-01T19:44:00-07:00
SS-8941,#6884,1721733739920522,FedEx,2026-07-29,in_transit,2026-08-02T10:28:00-05:00
SS-8973,#6820,1961560783274883565179,USPS,2026-07-29,delivered,2026-07-31T09:42:00-05:00
SS-8982,#6886,93969874869415594501,UPS,2026-07-29,delivered,2026-08-01T08:27:00-04:00
SS-8991,#6843,7264261212038437536596,FedEx,2026-07-29,in_transit,2026-08-03T14:08:00-05:00
SS-9016,#6837,4001788224731261685071,USPS,2026-07-29,delivered,2026-08-03T06:25:00-07:00
SS-9182,#6901,9074992164006983692353,USPS,2026-07-29,delivered,2026-08-01T06:09:00-04:00
SS-9191,#6826,38794026208581745273,FedEx,2026-07-29,delivered,2026-07-30T15:32:00-05:00
SS-9219,#6795,72051710730871564783,UPS,2026-07-29,shipped,2026-07-30T07:40:00-04:00
SS-9318,#6850,93656183359748768057,UPS,2026-07-29,delivered,2026-07-31T22:45:00-05:00
SS-9451,#6903,3458195657285353399824,FedEx,2026-07-29,in_transit,2026-08-01T21:26:00-05:00
SS-9470,#6822,10583309673979842189,USPS,2026-07-29,delivered,2026-07-31T12:47:00-07:00
SS-9507,#6898,08511919445456972965,FedEx,2026-07-29,delivered,2026-08-01T09:03:00-04:00
SS-9571,#6808,2007485972438712951452,UPS,2026-07-29,delivered,2026-08-03T19:33:00-07:00
SS-9604,#6801,90143097427493663579,UPS,2026-07-29,in_transit,2026-08-01T17:31:00-07:00
SS-9625,#6798,7079959476111079,USPS,2026-07-29,delivered,2026-07-31T14:55:00-04:00
SS-9630,#6853,2711073512896220,UPS,2026-07-29,delivered,2026-08-02T10:30:00-07:00
SS-9675,#6860,49080998397673887246,UPS,2026-07-29,delivered,2026-07-31T06:09:00-05:00
SS-9715,#6821,6256761125842330080563,UPS,2026-07-29,delivered,2026-07-30T08:41:00-07:00
SS-9788,#6894,2033980138716283,FedEx,2026-07-29,delivered,2026-07-30T08:50:00-07:00
SS-9821,#6845,16383264897100170781,FedEx,2026-07-29,delivered,2026-08-01T16:50:00-04:00
SS-9871,#6874,2538476691953016472861,FedEx,2026-07-29,delivered,2026-08-02T10:12:00-04:00
SS-9963,#6879,2170470125928339,USPS,2026-07-29,delivered,2026-07-30T09:10:00-07:00
SS-9992,#6827,8446988866594818,UPS,2026-07-29,shipped,2026-08-02T16:09:00-04:00
SS-10051,#6816,5095914504972366946272,FedEx,2026-07-29,delivered,2026-07-30T16:01:00-07:00
SS-10078,#6893,2151904562446220,UPS,2026-07-29,delivered,2026-07-30T19:09:00-07:00
