shipment_id,shopify_order_id,tracking_number,carrier,ship_date,status,last_scan_at
SS-8031,#8018,6543102786814473947312,FedEx,2026-08-25,delivered,2026-08-27T16:06:00-04:00
SS-8171,#7916,7202590947985158328182,FedEx,2026-08-25,delivered,2026-08-27T16:13:00-07:00
SS-8186,#7914,65918463865577908272,UPS,2026-08-25,delivered,2026-08-26T17:43:00-05:00
SS-8191,#8024,8629127990881172980686,USPS,2026-08-25,delivered,2026-08-29T20:26:00-04:00
SS-8192,#8020,50863765991624731498,UPS,2026-08-25,delivered,2026-08-30T14:27:00-04:00
SS-8258,#7918,8339019817946954,FedEx,2026-08-25,delivered,2026-08-30T06:20:00-05:00
SS-8349,#7909,3632123476490785158673,USPS,2026-08-25,delivered,2026-08-29T19:37:00-05:00
SS-8421,#8027,7341514888143111508353,UPS,2026-08-25,delivered,2026-08-26T10:52:00-07:00
SS-8429,#7938,3027169385977790,FedEx,2026-08-25,in_transit,2026-08-26T19:05:00-04:00
SS-8533,#7976,0617136657224029901557,FedEx,2026-08-25,delivered,2026-08-27T06:11:00-05:00
SS-8581,#7990,72405593429671114837,FedEx,2026-08-25,delivered,2026-08-28T14:47:00-07:00
SS-8743,#8002,22261896288743127102,FedEx,2026-08-25,shipped,2026-08-28T16:14:00-04:00
SS-8804,#7981,9532638902199471136337,USPS,2026-08-25,delivered,2026-08-29T21:09:00-07:00
SS-8928,#7925,9117972038593401536415,FedEx,2026-08-25,delivered,2026-08-30T13:17:00-04:00
SS-9020,#8012,9365294471619827,USPS,2026-08-25,shipped,2026-08-26T08:23:00-04:00
SS-9077,#7929,5988978653394319,USPS,2026-08-25,delivered,2026-08-30T17:38:00-05:00
SS-9115,#7972,5664641962342192,USPS,2026-08-25,delivered,2026-08-27T13:53:00-07:00
SS-9223,#7930,87906048869320553405,USPS,2026-08-25,delivered,2026-08-29T17:13:00-05:00
SS-9227,#7919,7162042985144869830521,UPS,2026-08-25,delivered,2026-08-28T20:02:00-04:00
SS-9292,#7957,6618695724043474,USPS,2026-08-25,in_transit,2026-08-28T13:50:00-04:00
SS-9294,#7954,5036192025999193873370,USPS,2026-08-25,delivered,2026-08-26T11:53:00-07:00
SS-9297,#7899,14563409185805581157,UPS,2026-08-25,shipped,2026-08-28T06:03:00-07:00
SS-9345,#7975,7486759514186482,UPS,2026-08-25,in_transit,2026-08-27T18:18:00-04:00
SS-9353,#7945,3848876380207612,FedEx,2026-08-25,shipped,2026-08-26T18:40:00-05:00
SS-9460,#8023,14390705473601579115,USPS,2026-08-25,delivered,2026-08-28T14:19:00-07:00
SS-9462,#7988,3475978335488357,UPS,2026-08-25,delivered,2026-08-29T12:48:00-04:00
SS-9551,#8016,0990009406565823445385,UPS,2026-08-25,delivery_exception,2026-08-28T21:16:00-04:00
SS-9562,#7931,98412865581675923831,USPS,2026-08-25,delivered,2026-08-29T13:25:00-04:00
SS-9601,#7934,5900170679490786928551,USPS,2026-08-25,delivered,2026-08-30T16:31:00-07:00
SS-9637,#7936,98728731424956291796,FedEx,2026-08-25,delivered,2026-08-27T17:40:00-04:00
SS-9727,#7946,7489030458809718,FedEx,2026-08-25,delivered,2026-08-28T06:44:00-07:00
SS-9797,#7959,1343485713399627686127,FedEx,2026-08-25,delivered,2026-08-29T22:45:00-04:00
SS-9806,#7903,33700715800971408633,UPS,2026-08-25,in_transit,2026-08-28T18:43:00-07:00
SS-9816,#7991,6227238697421736838509,UPS,2026-08-25,delivery_exception,2026-08-27T20:16:00-04:00
SS-9819,#8008,9514295449669542175627,UPS,2026-08-25,in_transit,2026-08-28T08:54:00-05:00
SS-9851,#8019,81045734669447338780,FedEx,2026-08-25,delivered,2026-08-29T16:22:00-07:00
SS-9885,#7966,6457443319971153,USPS,2026-08-25,delivered,2026-08-30T14:04:00-05:00
SS-10024,#7967,04381779989924692470,FedEx,2026-08-25,delivered,2026-08-29T19:53:00-05:00
