shipment_id,shopify_order_id,tracking_number,carrier,ship_date,status,last_scan_at
SS-8003,#6718,1836736576615654,FedEx,2026-07-25,delivered,2026-07-28T12:48:00-07:00
SS-8051,#6710,0672400499154788728743,UPS,2026-07-25,delivered,2026-07-27T22:55:00-07:00
SS-8067,#6669,42353693785477725228,UPS,2026-07-25,shipped,2026-07-26T11:26:00-07:00
SS-8089,#6715,2782827422579050723688,USPS,2026-07-25,delivered,2026-07-27T19:24:00-07:00
SS-8120,#6743,3348039652239559,USPS,2026-07-25,delivered,2026-07-29T15:39:00-04:00
SS-8152,#6648,48909010016761847230,USPS,2026-07-25,delivered,2026-07-29T15:05:00-05:00
SS-8248,#6626,60463331279757366096,FedEx,2026-07-25,delivered,2026-07-26T11:31:00-07:00
SS-8254,#6707,0777809733977671990384,UPS,2026-07-25,delivered,2026-07-27T10:45:00-07:00
SS-8348,#6671,9818984713915596,USPS,2026-07-25,shipped,2026-07-26T21:29:00-07:00
SS-8375,#6691,72934172232971674338,UPS,2026-07-25,delivered,2026-07-28T08:42:00-07:00
SS-8506,#6657,33021260650191792025,UPS,2026-07-25,delivered,2026-07-27T19:38:00-05:00
SS-8629,#6661,58066013824127049386,FedEx,2026-07-25,shipped,2026-07-29T08:00:00-05:00
SS-8726,#6677,79647408031499825080,USPS,2026-07-25,delivered,2026-07-27T13:41:00-07:00
SS-8780,#6668,8292361618808190482357,USPS,2026-07-25,delivered,2026-07-28T22:52:00-07:00
SS-8843,#6700,7518878179415152,FedEx,2026-07-25,delivery_exception,2026-07-26T08:21:00-04:00
SS-8891,#6649,37455611404288605053,USPS,2026-07-25,delivered,2026-07-27T19:50:00-07:00
SS-8904,#6619,1016831139500168,FedEx,2026-07-25,delivered,2026-07-27T21:43:00-07:00
SS-8920,#6664,6738209746191779,UPS,2026-07-25,delivered,2026-07-30T10:05:00-05:00
SS-8999,#6656,9882904579271472463019,USPS,2026-07-25,delivered,2026-07-27T13:58:00-07:00
SS-9005,#6642,5100307620545967,FedEx,2026-07-25,shipped,2026-07-27T18:51:00-05:00
SS-9046,#6713,75691983210291617469,FedEx,2026-07-25,delivered,2026-07-28T11:52:00-04:00
SS-9047,#6653,0298310438419662,FedEx,2026-07-25,delivered,2026-07-30T10:54:00-07:00
SS-9153,#6723,88568119397814590099,UPS,2026-07-25,delivered,2026-07-30T07:12:00-04:00
SS-9178,#6650,2094477269032655,USPS,2026-07-25,delivered,2026-07-28T11:44:00-04:00
SS-9179,#6724,1327617948024559851602,UPS,2026-07-25,delivered,2026-07-27T13:58:00-05:00
SS-9186,#6621,9232737989790608,UPS,2026-07-25,delivered,2026-07-28T14:48:00-07:00
SS-9229,#6733,6471068017703163,USPS,2026-07-25,delivered,2026-07-29T17:12:00-07:00
SS-9269,#6690,9876055049221704861867,UPS,2026-07-25,delivered,2026-07-26T20:08:00-07:00
SS-9413,#6683,78097830280104194534,UPS,2026-07-25,delivered,2026-07-30T21:19:00-07:00
SS-9473,#6624,6788093761652289,USPS,2026-07-25,delivered,2026-07-29T21:31:00-05:00
SS-9510,#6698,3887402234614466276330,USPS,2026-07-25,delivered,2026-07-27T17:40:00-05:00
SS-9516,#6679,57898497499799052217,FedEx,2026-07-25,delivery_exception,2026-07-26T14:22:00-07:00
SS-9611,#6646,48333540112728360308,UPS,2026-07-25,delivered,2026-07-28T07:53:00-07:00
SS-9621,#6643,7094124605164838,UPS,2026-07-25,shipped,2026-07-26T14:28:00-04:00
SS-9655,#6667,0226247365003299090064,USPS,2026-07-25,delivered,2026-07-26T07:28:00-05:00
SS-9717,#6636,65485220720197084287,FedEx,2026-07-25,delivered,2026-07-29T10:15:00-05:00
SS-9790,#6673,02772871565969579457,UPS,2026-07-25,delivered,2026-07-26T07:47:00-05:00
SS-9804,#6731,2572316316037811057039,USPS,2026-07-25,delivered,2026-07-28T20:43:00-07:00
SS-9831,#6629,3484926748762965074456,USPS,2026-07-25,delivered,2026-07-28T13:15:00-04:00
SS-9859,#6688,55002957380101245718,USPS,2026-07-25,delivered,2026-07-26T14:57:00-04:00
SS-9868,#6706,64180446081971408346,UPS,2026-07-25,in_transit,2026-07-30T06:29:00-07:00
SS-9975,#6728,9699335303138783056828,UPS,2026-07-25,delivered,2026-07-26T19:13:00-05:00
