shipment_id,shopify_order_id,tracking_number,carrier,ship_date,status,last_scan_at
SS-8137,#7867,7132475469137367,FedEx,2026-08-24,delivered,2026-08-26T14:52:00-04:00
SS-8154,#7958,3564208737530011,USPS,2026-08-24,delivered,2026-08-28T16:22:00-07:00
SS-8229,#7949,0586509480141381138633,FedEx,2026-08-24,in_transit,2026-08-26T21:21:00-05:00
SS-8332,#7970,7947386463175207,FedEx,2026-08-24,shipped,2026-08-25T19:36:00-07:00
SS-8471,#7960,5989262566093141,USPS,2026-08-24,delivered,2026-08-28T20:13:00-04:00
SS-8530,#7889,1964825311060920,USPS,2026-08-24,delivered,2026-08-27T07:02:00-07:00
SS-8648,#7891,1613944988305973,FedEx,2026-08-24,shipped,2026-08-25T15:32:00-07:00
SS-8730,#7971,2311127128524648449411,UPS,2026-08-24,delivered,2026-08-27T06:36:00-07:00
SS-8912,#7859,2778221021798213,FedEx,2026-08-24,in_transit,2026-08-26T10:36:00-07:00
SS-9176,#7907,21045461719281707443,USPS,2026-08-24,delivered,2026-08-28T17:52:00-05:00
SS-9181,#7917,23760088447408378191,UPS,2026-08-24,delivered,2026-08-28T14:18:00-04:00
SS-9208,#7932,35821072887807279037,USPS,2026-08-24,delivered,2026-08-27T13:39:00-07:00
SS-9216,#7911,47642789615738551281,FedEx,2026-08-24,delivered,2026-08-26T11:21:00-07:00
SS-9261,#7883,7238641009538557,USPS,2026-08-24,in_transit,2026-08-26T20:31:00-07:00
SS-9347,#7953,69427674831730662931,UPS,2026-08-24,delivered,2026-08-28T08:17:00-05:00
SS-9479,#7933,9069522233693180620073,USPS,2026-08-24,delivered,2026-08-27T15:10:00-04:00
SS-9543,#7941,25038576264816384936,FedEx,2026-08-24,in_transit,2026-08-26T08:20:00-07:00
SS-9573,#7875,76950904189856643016,USPS,2026-08-24,shipped,2026-08-29T19:51:00-07:00
SS-9629,#7926,09777795703996263779,UPS,2026-08-24,delivered,2026-08-28T17:10:00-05:00
SS-9662,#7906,9255125380781913,UPS,2026-08-24,delivered,2026-08-29T11:29:00-05:00
SS-9679,#7862,2302340567712515890418,USPS,2026-08-24,delivered,2026-08-29T11:12:00-05:00
SS-9689,#7879,8709339136941264,FedEx,2026-08-24,delivered,2026-08-28T16:43:00-05:00
SS-9704,#7857,1213008823846990867233,UPS,2026-08-24,delivered,2026-08-26T20:18:00-05:00
SS-9764,#7856,96881449908035862405,USPS,2026-08-24,delivered,2026-08-26T15:56:00-04:00
SS-9765,#7885,7445099986324535279111,FedEx,2026-08-24,delivery_exception,2026-08-26T06:41:00-04:00
SS-9796,#7910,99004794123254601891,FedEx,2026-08-24,shipped,2026-08-27T18:24:00-04:00
SS-9829,#7878,6028653839571646821003,USPS,2026-08-24,delivered,2026-08-29T13:35:00-04:00
SS-9849,#7939,0904886607326447893785,USPS,2026-08-24,delivered,2026-08-27T11:27:00-07:00
SS-9942,#7866,4992468714469399531556,UPS,2026-08-24,delivered,2026-08-29T13:57:00-05:00
