shipment_id,shopify_order_id,tracking_number,carrier,ship_date,status,last_scan_at
SS-7001,#5784,17839084700766177115,FedEx,2026-06-26,delivered,2026-06-27T11:13:00-05:00
SS-7009,#5669,0369003432445107,UPS,2026-06-26,delivered,2026-07-01T11:26:00-07:00
SS-7085,#5728,8058911352909656101438,FedEx,2026-06-26,in_transit,2026-06-27T19:13:00-05:00
SS-7123,#5703,6578759856420593040785,USPS,2026-06-26,delivered,2026-06-27T08:02:00-05:00
SS-7207,#5757,72846392086780856271,USPS,2026-06-26,delivered,2026-06-30T12:54:00-04:00
SS-7227,#5684,5240778487392855749821,USPS,2026-06-26,delivered,2026-07-01T10:41:00-07:00
SS-7232,#5768,1386338392886195,USPS,2026-06-26,in_transit,2026-06-30T06:23:00-07:00
SS-7272,#5687,45625577017157724599,FedEx,2026-06-26,in_transit,2026-06-30T15:02:00-07:00
SS-7281,#5760,4781891371894905807787,FedEx,2026-06-26,delivered,2026-06-29T14:37:00-05:00
SS-7355,#5707,93173420696942152910,UPS,2026-06-26,shipped,2026-07-01T10:45:00-07:00
SS-7455,#5767,46791214161415093771,USPS,2026-06-26,delivered,2026-06-29T20:21:00-07:00
SS-7478,#5680,5625889679240822269405,USPS,2026-06-26,delivered,2026-06-28T15:20:00-07:00
SS-7501,#5708,34240891649837354396,USPS,2026-06-26,delivered,2026-07-01T19:56:00-04:00
SS-7569,#5691,80612943985298940626,FedEx,2026-06-26,delivered,2026-06-28T08:42:00-07:00
SS-7680,#5716,6060652740334450566588,UPS,2026-06-26,in_transit,2026-07-01T14:41:00-05:00
SS-7711,#5749,9969860919191135,USPS,2026-06-26,in_transit,2026-06-29T12:50:00-04:00
SS-7713,#5727,4607455534705742388565,UPS,2026-06-26,in_transit,2026-06-29T12:37:00-07:00
SS-7717,#5764,7038240733337320430977,UPS,2026-06-26,delivered,2026-06-29T13:06:00-05:00
SS-7721,#5730,7215149409762637,FedEx,2026-06-26,delivered,2026-07-01T06:43:00-04:00
SS-7723,#5780,9119186233922071,UPS,2026-06-26,delivered,2026-07-01T09:32:00-04:00
SS-7744,#5751,5628333393957865436271,USPS,2026-06-26,delivered,2026-06-29T13:44:00-07:00
SS-7756,#5762,7519102312110633,UPS,2026-06-26,delivered,2026-06-30T16:27:00-07:00
SS-7763,#5748,50622923106724530762,FedEx,2026-06-26,delivered,2026-06-30T21:19:00-04:00
SS-7798,#5756,1670468611145768321021,UPS,2026-06-26,shipped,2026-06-29T12:34:00-04:00
SS-7799,#5759,9237858471296180332426,UPS,2026-06-26,delivered,2026-07-01T22:24:00-04:00
SS-7830,#5777,0471372711759574,UPS,2026-06-26,delivered,2026-06-30T19:15:00-04:00
SS-7882,#5709,2248905670867009,UPS,2026-06-26,delivered,2026-06-28T21:40:00-05:00
SS-7903,#5671,8599144920749269996996,USPS,2026-06-26,delivered,2026-06-30T21:29:00-07:00
SS-7988,#5763,1359266486989396987486,UPS,2026-06-26,delivered,2026-06-28T08:22:00-07:00
