shipment_id,shopify_order_id,tracking_number,carrier,ship_date,status,last_scan_at
SS-7021,#5262,86239240758181412478,USPS,2026-06-14,delivered,2026-06-15T08:31:00-07:00
SS-7042,#5282,79748016245650609835,FedEx,2026-06-14,delivered,2026-06-16T21:22:00-07:00
SS-7072,#5187,77008860084840862118,USPS,2026-06-14,delivered,2026-06-15T19:23:00-07:00
SS-7077,#5178,5047735866296194,USPS,2026-06-14,delivered,2026-06-19T19:32:00-05:00
SS-7086,#5238,8899375679825071,UPS,2026-06-14,delivered,2026-06-19T15:55:00-04:00
SS-7186,#5277,5639427881658039,USPS,2026-06-14,delivered,2026-06-19T08:37:00-07:00
SS-7188,#5203,38567700518449892665,USPS,2026-06-14,delivered,2026-06-18T12:32:00-04:00
SS-7223,#5212,7234601367303718376452,USPS,2026-06-14,in_transit,2026-06-17T13:53:00-05:00
SS-7231,#5229,37170586509480141381,UPS,2026-06-14,in_transit,2026-06-18T12:28:00-07:00
SS-7244,#5240,4510463681579812,UPS,2026-06-14,delivered,2026-06-16T14:38:00-07:00
SS-7266,#5275,74384215031780782357,UPS,2026-06-14,in_transit,2026-06-15T18:54:00-04:00
SS-7301,#5283,4364597010822078,UPS,2026-06-14,delivered,2026-06-18T22:22:00-05:00
SS-7304,#5222,35209042177625349292,USPS,2026-06-14,delivered,2026-06-16T18:04:00-05:00
SS-7309,#5248,85016579055281832538,UPS,2026-06-14,delivered,2026-06-16T11:03:00-07:00
SS-7337,#5266,75677002842762467197,FedEx,2026-06-14,delivered,2026-06-17T15:47:00-07:00
SS-7349,#5191,36321234764907851586,FedEx,2026-06-14,delivered,2026-06-19T07:15:00-07:00
SS-7383,#5175,28632666785072081155,USPS,2026-06-14,delivered,2026-06-15T13:34:00-07:00
SS-7464,#5267,0954814973746052330276,FedEx,2026-06-14,shipped,2026-06-16T13:09:00-04:00
SS-7592,#5237,4085095493059660186487,FedEx,2026-06-14,shipped,2026-06-17T07:48:00-05:00
SS-7617,#5206,8108358328634255638300,USPS,2026-06-14,delivered,2026-06-17T13:44:00-05:00
SS-7625,#5225,7287286604164485959224,FedEx,2026-06-14,delivered,2026-06-15T20:23:00-04:00
SS-7645,#5263,7023244123361328507251,USPS,2026-06-14,delivered,2026-06-17T14:49:00-04:00
SS-7667,#5269,1124912565237341,USPS,2026-06-14,delivered,2026-06-16T17:29:00-07:00
SS-7687,#5164,1295786069409600,UPS,2026-06-14,delivered,2026-06-15T10:20:00-07:00
SS-7702,#5160,08213711842547681826,USPS,2026-06-14,delivered,2026-06-18T12:37:00-04:00
SS-7743,#5286,6420768362536667776755,UPS,2026-06-14,delivery_exception,2026-06-19T13:01:00-07:00
SS-7787,#5161,42557782058295829236,USPS,2026-06-14,in_transit,2026-06-19T06:54:00-07:00
SS-7803,#5171,39847169061812054647,USPS,2026-06-14,delivered,2026-06-17T17:49:00-05:00
SS-7813,#5169,4103469967331167,UPS,2026-06-14,in_transit,2026-06-18T14:39:00-07:00
SS-7829,#5220,4630040236936268943012,USPS,2026-06-14,delivered,2026-06-19T16:24:00-04:00
SS-7861,#5224,9342929132033016234190,UPS,2026-06-14,delivered,2026-06-16T18:48:00-07:00
SS-7892,#5217,21119787180933913732,UPS,2026-06-14,delivered,2026-06-18T14:26:00-05:00
SS-7896,#5278,1843368750926322,FedEx,2026-06-14,delivered,2026-06-16T09:02:00-05:00
SS-7907,#5265,5953828040561299,USPS,2026-06-14,in_transit,2026-06-16T11:14:00-04:00
SS-7966,#5297,0671307351045847,UPS,2026-06-14,shipped,2026-06-16T14:42:00-07:00
