shipment_id,shopify_order_id,tracking_number,carrier,ship_date,status,last_scan_at
SS-7006,#5044,98094024455022961201,UPS,2026-06-09,delivered,2026-06-10T17:14:00-04:00
SS-7013,#5042,43292127799799552717,UPS,2026-06-09,delivered,2026-06-11T06:58:00-07:00
SS-7067,#5015,99013983735403317393,UPS,2026-06-09,in_transit,2026-06-13T08:54:00-07:00
SS-7118,#5073,8537474112490352135680,FedEx,2026-06-09,shipped,2026-06-11T10:24:00-05:00
SS-7154,#5046,23098215064890901001,USPS,2026-06-09,delivered,2026-06-14T09:49:00-07:00
SS-7161,#5008,5902771670145089935889,FedEx,2026-06-09,delivered,2026-06-11T17:27:00-05:00
SS-7248,#5013,1881252056647423,USPS,2026-06-09,delivered,2026-06-10T21:09:00-07:00
SS-7271,#5071,7954538179217174773329,UPS,2026-06-09,delivered,2026-06-13T11:19:00-07:00
SS-7313,#5079,6704310385695579887749,USPS,2026-06-09,delivered,2026-06-11T09:48:00-05:00
SS-7314,#5062,24243754025472928422,UPS,2026-06-09,shipped,2026-06-11T11:00:00-04:00
SS-7363,#5054,7587771215134228,FedEx,2026-06-09,delivered,2026-06-12T21:35:00-05:00
SS-7374,#5053,3147276012277707933496,USPS,2026-06-09,in_transit,2026-06-13T21:41:00-04:00
SS-7388,#5034,7539989354492683,FedEx,2026-06-09,shipped,2026-06-12T08:29:00-05:00
SS-7448,#5027,98282467474689715273,UPS,2026-06-09,delivered,2026-06-11T17:41:00-05:00
SS-7462,#5007,95256904098366552899,FedEx,2026-06-09,in_transit,2026-06-12T22:15:00-04:00
SS-7574,#5035,75466176620471960940,FedEx,2026-06-09,delivered,2026-06-10T06:57:00-04:00
SS-7640,#5004,6289365435884183437401,FedEx,2026-06-09,delivered,2026-06-11T21:52:00-07:00
SS-7686,#5045,5119181828197931647725,UPS,2026-06-09,delivered,2026-06-11T21:42:00-04:00
SS-7688,#5049,35624395873959232342,USPS,2026-06-09,shipped,2026-06-12T21:06:00-05:00
SS-7754,#5048,6046558665254837441715,FedEx,2026-06-09,shipped,2026-06-12T15:54:00-07:00
SS-7804,#5056,5489547876989992,FedEx,2026-06-09,delivered,2026-06-14T21:17:00-04:00
SS-7834,#5067,5143776936634392,FedEx,2026-06-09,delivered,2026-06-14T19:40:00-07:00
SS-7858,#5006,68142983152291073228,USPS,2026-06-09,delivered,2026-06-14T13:00:00-07:00
SS-7916,#5041,3852778956133718,FedEx,2026-06-09,in_transit,2026-06-10T13:17:00-05:00
