shipment_id,shopify_order_id,tracking_number,carrier,ship_date,status,last_scan_at
SS-8201,#6976,5658804341651827553942,USPS,2026-07-31,shipped,2026-08-02T13:07:00-04:00
SS-8242,#6909,9812387800384576,FedEx,2026-07-31,delivered,2026-08-05T07:15:00-07:00
SS-8260,#6951,1396605583034414488501,USPS,2026-07-31,in_transit,2026-08-04T20:27:00-05:00
SS-8365,#6883,3266421476492515837767,FedEx,2026-07-31,delivered,2026-08-05T09:46:00-04:00
SS-8383,#6940,8848520089434681,FedEx,2026-07-31,delivered,2026-08-01T10:32:00-04:00
SS-8407,#6877,0651207049611080466196,UPS,2026-07-31,shipped,2026-08-05T11:28:00-04:00
SS-8438,#6900,4971892419562525715099,FedEx,2026-07-31,delivered,2026-08-03T19:23:00-07:00
SS-8462,#6941,8612590472927742333059,FedEx,2026-07-31,shipped,2026-08-05T10:01:00-07:00
SS-8513,#6905,81820967904227113322,USPS,2026-07-31,delivered,2026-08-03T18:08:00-07:00
SS-8519,#6906,1663651559737147082723,USPS,2026-07-31,delivered,2026-08-04T08:52:00-07:00
SS-8538,#6885,56012562531355251050,FedEx,2026-07-31,shipped,2026-08-01T11:41:00-05:00
SS-8635,#6897,51502675512542782079,USPS,2026-07-31,delivered,2026-08-04T13:44:00-07:00
SS-8637,#6870,4969028249839225014257,USPS,2026-07-31,shipped,2026-08-01T15:30:00-04:00
SS-8729,#6888,3946943460666437490607,UPS,2026-07-31,delivered,2026-08-03T09:34:00-04:00
SS-8747,#6930,0904637660465586652548,FedEx,2026-07-31,in_transit,2026-08-02T18:13:00-04:00
SS-8778,#6876,1957782558825562965754,USPS,2026-07-31,delivered,2026-08-04T14:44:00-07:00
SS-8887,#6914,6530601198756178688002,UPS,2026-07-31,delivered,2026-08-01T22:33:00-04:00
SS-8902,#6929,6130876123859514346823,USPS,2026-07-31,delivered,2026-08-04T19:16:00-07:00
SS-8930,#6954,3675009421410527698198,FedEx,2026-07-31,in_transit,2026-08-02T17:23:00-04:00
SS-8956,#6921,0632248155420340,USPS,2026-07-31,delivered,2026-08-03T18:54:00-07:00
SS-9028,#6912,7950740717327980595031,USPS,2026-07-31,shipped,2026-08-02T06:37:00-04:00
SS-9039,#6904,0236219215818970,FedEx,2026-07-31,delivered,2026-08-01T06:25:00-04:00
SS-9108,#6962,6632956342777522,USPS,2026-07-31,in_transit,2026-08-05T07:52:00-04:00
SS-9265,#6872,10845078604356605033,USPS,2026-07-31,delivered,2026-08-01T17:47:00-05:00
SS-9337,#6927,0687586824051665,USPS,2026-07-31,delivered,2026-08-05T17:26:00-04:00
SS-9365,#6882,4174916170502218,USPS,2026-07-31,delivered,2026-08-04T14:46:00-07:00
SS-9373,#6938,13444867228839047331,FedEx,2026-07-31,delivery_exception,2026-08-02T16:10:00-05:00
SS-9416,#6887,0558557599408429069690,USPS,2026-07-31,delivery_exception,2026-08-01T07:08:00-07:00
SS-9508,#6969,56192767137718862639,USPS,2026-07-31,shipped,2026-08-03T22:32:00-07:00
SS-9546,#6984,20363444394689633181,USPS,2026-07-31,shipped,2026-08-02T16:57:00-07:00
SS-9632,#6970,06943069523578652941,UPS,2026-07-31,delivered,2026-08-02T20:55:00-05:00
SS-9653,#6968,17226414756900184293,USPS,2026-07-31,delivered,2026-08-03T08:31:00-04:00
SS-9745,#6895,4332763990460082,FedEx,2026-07-31,delivered,2026-08-04T09:36:00-04:00
SS-9825,#6934,9410791161146446,USPS,2026-07-31,shipped,2026-08-05T06:39:00-07:00
SS-9896,#6878,76877759358613417491,USPS,2026-07-31,delivered,2026-08-05T20:32:00-07:00
SS-9900,#6973,99157380679967367209,USPS,2026-07-31,in_transit,2026-08-01T08:22:00-07:00
SS-9997,#6928,7667408772107524003305,USPS,2026-07-31,in_transit,2026-08-03T12:04:00-07:00
