shipment_id,shopify_order_id,tracking_number,carrier,ship_date,status,last_scan_at
SS-8131,#8357,2565270477434902,UPS,2026-09-04,delivered,2026-09-07T08:26:00-05:00
SS-8195,#8429,6213721386589026012796,FedEx,2026-09-04,in_transit,2026-09-09T20:35:00-05:00
SS-8200,#8387,89476973577907141633,FedEx,2026-09-04,delivered,2026-09-06T18:14:00-07:00
SS-8215,#8362,2400825478077406493085,FedEx,2026-09-04,delivered,2026-09-09T14:24:00-04:00
SS-8233,#8341,0488899210752245933441,UPS,2026-09-04,delivered,2026-09-07T07:06:00-04:00
SS-8267,#8352,1385854249321495870207,USPS,2026-09-04,delivered,2026-09-07T08:18:00-07:00
SS-8299,#8366,18195883734031277220,UPS,2026-09-04,delivered,2026-09-08T11:08:00-07:00
SS-8441,#8336,5533803396852701713023,FedEx,2026-09-04,in_transit,2026-09-08T15:25:00-04:00
SS-8511,#8334,11390438303419909700,USPS,2026-09-04,shipped,2026-09-09T06:15:00-04:00
SS-8527,#8421,7890463378613715766053,FedEx,2026-09-04,delivered,2026-09-06T19:54:00-04:00
SS-8553,#8426,7371009438822114,UPS,2026-09-04,delivered,2026-09-05T08:22:00-04:00
SS-8584,#8412,64104967066703362680,FedEx,2026-09-04,in_transit,2026-09-09T06:19:00-04:00
SS-8626,#8430,2037583094515480940476,USPS,2026-09-04,delivered,2026-09-08T22:44:00-07:00
SS-8681,#8424,1979316477251295,USPS,2026-09-04,delivered,2026-09-06T12:23:00-04:00
SS-8836,#8340,17520238974326005595,FedEx,2026-09-04,delivery_exception,2026-09-05T20:05:00-07:00
SS-9007,#8337,7851699497089058,USPS,2026-09-04,delivered,2026-09-05T11:20:00-05:00
SS-9116,#8339,62213204104294831478,USPS,2026-09-04,delivered,2026-09-06T15:00:00-07:00
SS-9156,#8360,82974255136090858181,FedEx,2026-09-04,shipped,2026-09-07T17:42:00-05:00
SS-9392,#8349,9476254292645633,FedEx,2026-09-04,in_transit,2026-09-07T21:36:00-07:00
SS-9423,#8454,45231582863040296629,FedEx,2026-09-04,delivered,2026-09-09T07:05:00-07:00
SS-9465,#8378,0860146051908543,FedEx,2026-09-04,delivered,2026-09-07T07:44:00-05:00
SS-9485,#8343,7200734293907737295450,UPS,2026-09-04,delivered,2026-09-06T12:30:00-05:00
SS-9540,#8410,56756650518860167449,UPS,2026-09-04,delivered,2026-09-05T11:17:00-05:00
SS-9585,#8435,8349276680984601,USPS,2026-09-04,delivered,2026-09-05T08:43:00-04:00
SS-9590,#8370,95678446078907519919,USPS,2026-09-04,in_transit,2026-09-08T11:49:00-04:00
SS-9618,#8442,3583843910657351,UPS,2026-09-04,delivered,2026-09-06T07:22:00-07:00
SS-9690,#8419,10603267531805763101,UPS,2026-09-04,delivered,2026-09-07T18:12:00-04:00
SS-9753,#8449,8747788407094657770612,UPS,2026-09-04,delivered,2026-09-08T22:02:00-04:00
SS-9857,#8363,1161221503965586819004,USPS,2026-09-04,delivered,2026-09-07T09:53:00-05:00
SS-9904,#8407,5973586794336447026327,USPS,2026-09-04,delivered,2026-09-05T14:06:00-07:00
SS-9933,#8338,53145134170054558345,FedEx,2026-09-04,shipped,2026-09-06T11:24:00-07:00
