shipment_id,shopify_order_id,tracking_number,carrier,ship_date,status,last_scan_at
SS-7038,#5089,95900109439690784473,FedEx,2026-06-12,in_transit,2026-06-13T13:41:00-07:00
SS-7057,#5163,45933272795687833918,USPS,2026-06-12,shipped,2026-06-15T10:12:00-05:00
SS-7066,#5125,7086688263435175183046,USPS,2026-06-12,delivered,2026-06-15T22:05:00-04:00
SS-7111,#5170,0792524191380003,USPS,2026-06-12,shipped,2026-06-16T12:44:00-05:00
SS-7115,#5142,05064138367024103865,USPS,2026-06-12,delivered,2026-06-14T09:05:00-05:00
SS-7243,#5098,6980420439407016,USPS,2026-06-12,shipped,2026-06-13T06:03:00-07:00
SS-7253,#5199,80347644726490827718,FedEx,2026-06-12,delivered,2026-06-16T21:29:00-07:00
SS-7268,#5172,8409435334485714,FedEx,2026-06-12,in_transit,2026-06-17T21:13:00-05:00
SS-7274,#5176,6153966958321971997581,FedEx,2026-06-12,in_transit,2026-06-14T07:00:00-05:00
SS-7302,#5104,1137995635315313,UPS,2026-06-12,delivered,2026-06-13T06:38:00-05:00
SS-7320,#5103,23478519610646287923,FedEx,2026-06-12,delivered,2026-06-17T10:42:00-04:00
SS-7322,#5149,44714627301471959796,USPS,2026-06-12,shipped,2026-06-15T11:45:00-05:00
SS-7341,#5189,6591713578529456,UPS,2026-06-12,delivered,2026-06-14T20:43:00-05:00
SS-7342,#5183,3718344049639191954198,FedEx,2026-06-12,delivered,2026-06-15T07:53:00-04:00
SS-7344,#5082,87820829737489690835,FedEx,2026-06-12,delivery_exception,2026-06-13T14:29:00-05:00
SS-7360,#5112,2875721586241502,FedEx,2026-06-12,delivery_exception,2026-06-15T19:18:00-05:00
SS-7413,#5100,1109193928456797232002,FedEx,2026-06-12,delivered,2026-06-15T12:27:00-07:00
SS-7426,#5196,4456690782633373898775,FedEx,2026-06-12,delivered,2026-06-15T12:03:00-07:00
SS-7430,#5177,2182097023164334,USPS,2026-06-12,delivered,2026-06-14T20:41:00-04:00
SS-7431,#5166,81705802566212867163,UPS,2026-06-12,delivered,2026-06-13T07:37:00-07:00
SS-7432,#5097,23467299493874302716,USPS,2026-06-12,in_transit,2026-06-14T08:30:00-07:00
SS-7433,#5113,93859777901475469263,UPS,2026-06-12,delivered,2026-06-16T20:53:00-07:00
SS-7510,#5135,88788361968931350305,FedEx,2026-06-12,in_transit,2026-06-17T06:40:00-05:00
SS-7572,#5114,1331708760146723849791,USPS,2026-06-12,delivered,2026-06-16T22:05:00-05:00
SS-7612,#5153,42318306178932064969,UPS,2026-06-12,delivered,2026-06-17T08:16:00-05:00
SS-7614,#5174,5361275156277963044836,FedEx,2026-06-12,delivered,2026-06-14T11:26:00-07:00
SS-7715,#5167,7557522501394884882691,UPS,2026-06-12,in_transit,2026-06-14T06:28:00-04:00
SS-7724,#5194,51169666725214526471,USPS,2026-06-12,in_transit,2026-06-14T19:26:00-05:00
SS-7768,#5202,62951877941763425073,FedEx,2026-06-12,in_transit,2026-06-16T07:33:00-07:00
SS-7778,#5168,46147079863210613394,USPS,2026-06-12,shipped,2026-06-16T07:45:00-07:00
SS-7781,#5118,7692105336514604,UPS,2026-06-12,delivered,2026-06-15T16:55:00-07:00
SS-7794,#5152,5397054873961029087182,USPS,2026-06-12,delivered,2026-06-17T22:09:00-04:00
SS-7817,#5148,4722398983065031219804,FedEx,2026-06-12,delivered,2026-06-17T20:05:00-04:00
SS-7866,#5197,45841484601913443899,USPS,2026-06-12,delivered,2026-06-14T16:19:00-04:00
SS-7874,#5155,6025082611231261632488,UPS,2026-06-12,delivered,2026-06-13T12:49:00-05:00
SS-7875,#5198,8995729893762974,UPS,2026-06-12,shipped,2026-06-14T12:25:00-04:00
SS-7928,#5108,04056695790012482554,UPS,2026-06-12,delivered,2026-06-14T17:27:00-04:00
