shipment_id,shopify_order_id,tracking_number,carrier,ship_date,status,last_scan_at
SS-8010,#6171,8388516060715969664160,FedEx,2026-07-12,delivered,2026-07-17T17:49:00-05:00
SS-8016,#6128,9051518644925192,UPS,2026-07-12,shipped,2026-07-14T20:14:00-07:00
SS-8087,#6174,53714785969691557924,FedEx,2026-07-12,in_transit,2026-07-13T11:26:00-07:00
SS-8143,#6182,4417154544432830,FedEx,2026-07-12,in_transit,2026-07-17T17:26:00-05:00
SS-8166,#6121,7226984858333945228851,FedEx,2026-07-12,delivered,2026-07-14T16:45:00-04:00
SS-8193,#6189,6430098180635651269448,UPS,2026-07-12,delivered,2026-07-15T20:43:00-05:00
SS-8251,#6159,18129826657027937145,UPS,2026-07-12,delivered,2026-07-14T20:31:00-07:00
SS-8430,#6087,14754692632967629160,UPS,2026-07-12,delivered,2026-07-14T17:05:00-05:00
SS-8509,#6144,3690362891775662,UPS,2026-07-12,delivered,2026-07-14T20:02:00-04:00
SS-8645,#6120,4084245607540915,UPS,2026-07-12,delivered,2026-07-13T08:39:00-07:00
SS-8751,#6086,49072801234289311325,UPS,2026-07-12,delivered,2026-07-14T15:47:00-05:00
SS-8753,#6129,4421017509617015959194,USPS,2026-07-12,in_transit,2026-07-17T20:49:00-05:00
SS-8770,#6093,80944858623945354614,FedEx,2026-07-12,delivered,2026-07-14T08:42:00-05:00
SS-8789,#6124,2990775608581670468611,UPS,2026-07-12,delivered,2026-07-14T18:08:00-07:00
SS-8945,#6091,1205397871375298832201,UPS,2026-07-12,delivered,2026-07-15T07:44:00-05:00
SS-9003,#6164,0898761081435614,USPS,2026-07-12,delivered,2026-07-15T10:20:00-07:00
SS-9018,#6109,61053709230071695007,FedEx,2026-07-12,delivered,2026-07-16T07:14:00-05:00
SS-9075,#6117,4139369678976098,FedEx,2026-07-12,delivered,2026-07-13T08:11:00-07:00
SS-9095,#6192,5233282930202569,FedEx,2026-07-12,delivered,2026-07-15T10:32:00-04:00
SS-9121,#6126,7618518626713684101328,USPS,2026-07-12,delivered,2026-07-15T10:09:00-04:00
SS-9129,#6169,6988164980445092,UPS,2026-07-12,in_transit,2026-07-14T14:39:00-07:00
SS-9218,#6137,6097236024465467,UPS,2026-07-12,shipped,2026-07-13T16:08:00-07:00
SS-9244,#6183,2115355051432191,UPS,2026-07-12,delivered,2026-07-14T07:53:00-04:00
SS-9293,#6163,12531379561007773217,FedEx,2026-07-12,delivered,2026-07-17T10:12:00-05:00
SS-9381,#6146,2205620190113484339133,FedEx,2026-07-12,delivered,2026-07-14T14:15:00-07:00
SS-9437,#6092,4878496224945104625069,USPS,2026-07-12,delivered,2026-07-13T17:03:00-07:00
SS-9450,#6139,1997675983326170505835,UPS,2026-07-12,delivered,2026-07-16T22:25:00-05:00
SS-9458,#6199,1659656676409968334400,USPS,2026-07-12,delivered,2026-07-13T21:29:00-07:00
SS-9572,#6085,0580286060480224065474,USPS,2026-07-12,in_transit,2026-07-13T15:20:00-04:00
SS-9781,#6165,85272876032087783471,UPS,2026-07-12,shipped,2026-07-17T09:26:00-07:00
SS-9783,#6188,45358597302732285704,USPS,2026-07-12,delivered,2026-07-13T10:41:00-07:00
SS-9845,#6097,7622155963743963,FedEx,2026-07-12,shipped,2026-07-15T08:30:00-07:00
SS-9917,#6187,6407078384784830348573,UPS,2026-07-12,delivered,2026-07-13T19:23:00-07:00
SS-9957,#6162,7203670275100568,UPS,2026-07-12,in_transit,2026-07-16T15:04:00-07:00
SS-10033,#6134,97354425247777444964,UPS,2026-07-12,delivered,2026-07-16T19:07:00-07:00
SS-10046,#6151,7731297341485027,USPS,2026-07-12,shipped,2026-07-13T08:08:00-07:00
