shipment_id,shopify_order_id,tracking_number,carrier,ship_date,status,last_scan_at
SS-7044,#5447,8523986800025787,USPS,2026-06-18,shipped,2026-06-22T16:35:00-04:00
SS-7046,#5435,7947055169409749930972,FedEx,2026-06-18,delivered,2026-06-21T11:45:00-04:00
SS-7052,#5433,65712082677345401938,UPS,2026-06-18,delivered,2026-06-19T10:22:00-07:00
SS-7058,#5457,7851910883982258713971,USPS,2026-06-18,delivered,2026-06-22T19:56:00-07:00
SS-7063,#5441,9079030673830284,USPS,2026-06-18,delivered,2026-06-21T13:24:00-07:00
SS-7083,#5390,5265479356465193982807,USPS,2026-06-18,delivered,2026-06-23T13:26:00-04:00
SS-7153,#5445,10447898562575326033,FedEx,2026-06-18,in_transit,2026-06-23T10:23:00-07:00
SS-7176,#5343,16484085887704358112,USPS,2026-06-18,delivery_exception,2026-06-23T22:49:00-07:00
SS-7192,#5448,0413797723692929,FedEx,2026-06-18,delivered,2026-06-23T15:34:00-05:00
SS-7201,#5402,30214656693801184895,UPS,2026-06-18,delivered,2026-06-19T10:54:00-07:00
SS-7263,#5416,4885015569902355770272,USPS,2026-06-18,delivered,2026-06-19T07:54:00-07:00
SS-7283,#5374,7128144294440192927524,UPS,2026-06-18,delivered,2026-06-19T18:50:00-04:00
SS-7339,#5427,9025590561655650333491,FedEx,2026-06-18,delivered,2026-06-19T22:28:00-05:00
SS-7372,#5400,32194168006102776974,FedEx,2026-06-18,in_transit,2026-06-21T19:41:00-04:00
SS-7379,#5419,6743380054522801,USPS,2026-06-18,delivered,2026-06-23T11:35:00-05:00
SS-7390,#5352,7371586988649767,FedEx,2026-06-18,delivered,2026-06-23T21:59:00-07:00
SS-7417,#5349,36205015081247395003,USPS,2026-06-18,delivered,2026-06-20T22:23:00-07:00
SS-7453,#5428,9524364027011686,USPS,2026-06-18,delivered,2026-06-19T08:13:00-07:00
SS-7503,#5443,2404226931216376,FedEx,2026-06-18,in_transit,2026-06-19T12:07:00-07:00
SS-7506,#5371,18418620303662543617,USPS,2026-06-18,delivered,2026-06-19T08:36:00-05:00
SS-7552,#5444,15833117030376371539,USPS,2026-06-18,shipped,2026-06-19T18:50:00-04:00
SS-7556,#5398,1066343629489786103131,FedEx,2026-06-18,delivered,2026-06-19T18:22:00-05:00
SS-7584,#5424,4350238503719905169918,UPS,2026-06-18,delivered,2026-06-19T11:49:00-07:00
SS-7607,#5432,6849951542144773244913,UPS,2026-06-18,shipped,2026-06-23T15:58:00-07:00
SS-7610,#5455,3152854781506185,USPS,2026-06-18,delivery_exception,2026-06-19T19:52:00-07:00
SS-7662,#5353,8572169666309329,UPS,2026-06-18,delivered,2026-06-23T19:38:00-05:00
SS-7689,#5346,10890285155333426433,USPS,2026-06-18,delivered,2026-06-19T08:54:00-05:00
SS-7732,#5370,82508004635806882850,UPS,2026-06-18,delivered,2026-06-21T08:47:00-07:00
SS-7777,#5450,26328094485862394535,USPS,2026-06-18,delivered,2026-06-20T18:46:00-07:00
SS-7782,#5415,0142473107201137,UPS,2026-06-18,delivered,2026-06-22T13:53:00-04:00
SS-7807,#5361,3798214339527536749785,UPS,2026-06-18,delivered,2026-06-21T22:07:00-07:00
SS-7845,#5368,1767993593744039464083,UPS,2026-06-18,delivered,2026-06-20T22:05:00-05:00
SS-7854,#5342,6401042462456185,USPS,2026-06-18,delivered,2026-06-19T21:58:00-04:00
SS-7901,#5384,6829384401348087,UPS,2026-06-18,delivered,2026-06-22T11:48:00-07:00
SS-7922,#5409,0587146921821925,UPS,2026-06-18,delivered,2026-06-20T08:32:00-04:00
SS-7957,#5452,0274812421140868250952,UPS,2026-06-18,delivered,2026-06-23T11:55:00-04:00
SS-7978,#5357,61128794296882769704,USPS,2026-06-18,delivered,2026-06-19T15:43:00-04:00
SS-7987,#5380,49898088067821417468,FedEx,2026-06-18,delivered,2026-06-21T20:28:00-05:00
SS-7998,#5344,3753659680785254,UPS,2026-06-18,delivered,2026-06-23T13:30:00-05:00
SS-8002,#5439,04530693588249353400,USPS,2026-06-18,delivered,2026-06-23T17:29:00-05:00
