shipment_id,shopify_order_id,tracking_number,carrier,ship_date,status,last_scan_at
SS-7003,#5658,3673657661565452,UPS,2026-06-24,delivered,2026-06-25T21:07:00-05:00
SS-7033,#5688,8144739473121727155188,FedEx,2026-06-24,delivered,2026-06-27T14:57:00-04:00
SS-7039,#5597,64710276773592555625,USPS,2026-06-24,delivered,2026-06-28T15:22:00-04:00
SS-7068,#5700,6385467854458771,UPS,2026-06-24,delivered,2026-06-27T08:21:00-04:00
SS-7070,#5675,93785477725228728080,FedEx,2026-06-24,delivered,2026-06-27T10:07:00-07:00
SS-7078,#5702,31142626551104754121,UPS,2026-06-24,delivered,2026-06-29T18:28:00-07:00
SS-7089,#5611,2660937966033419182553,USPS,2026-06-24,delivered,2026-06-26T10:05:00-04:00
SS-7121,#5679,0662532447209993,UPS,2026-06-24,delivered,2026-06-28T14:22:00-07:00
SS-7152,#5666,5830033542168942,USPS,2026-06-24,delivered,2026-06-26T20:03:00-04:00
SS-7167,#5672,51609177982708086978,USPS,2026-06-24,delivered,2026-06-25T20:20:00-07:00
SS-7190,#5674,3222591365177739,UPS,2026-06-24,delivered,2026-06-25T08:01:00-05:00
SS-7224,#5577,0881474350313650,UPS,2026-06-24,delivered,2026-06-27T20:31:00-04:00
SS-7247,#5636,49578232983248262925,UPS,2026-06-24,in_transit,2026-06-28T10:15:00-05:00
SS-7249,#5654,1220994999393305,UPS,2026-06-24,delivered,2026-06-28T10:16:00-07:00
SS-7303,#5594,6363179706239726527354,UPS,2026-06-24,delivered,2026-06-25T09:46:00-05:00
SS-7315,#5653,2231059274523805525782,USPS,2026-06-24,delivered,2026-06-27T10:54:00-07:00
SS-7318,#5647,30187186375998056265,FedEx,2026-06-24,in_transit,2026-06-27T18:19:00-07:00
SS-7329,#5618,0119393250124955,USPS,2026-06-24,delivered,2026-06-29T12:54:00-05:00
SS-7332,#5587,2754801571647947386463,FedEx,2026-06-24,shipped,2026-06-29T10:30:00-07:00
SS-7389,#5625,1589357126611062,FedEx,2026-06-24,delivery_exception,2026-06-25T20:29:00-05:00
SS-7398,#5601,82422412462095200461,UPS,2026-06-24,delivered,2026-06-26T20:14:00-05:00
SS-7459,#5576,71649328980271487271,FedEx,2026-06-24,delivered,2026-06-28T06:26:00-04:00
SS-7489,#5697,47163928234143637189,USPS,2026-06-24,in_transit,2026-06-25T12:28:00-04:00
SS-7498,#5648,4320293908788443,FedEx,2026-06-24,in_transit,2026-06-25T15:05:00-05:00
SS-7518,#5586,54683565215681820967,UPS,2026-06-24,delivered,2026-06-27T10:31:00-07:00
SS-7524,#5615,7112166365155973714708,FedEx,2026-06-24,delivered,2026-06-28T12:18:00-04:00
SS-7605,#5604,9812099576572894,UPS,2026-06-24,delivered,2026-06-28T09:23:00-07:00
SS-7619,#5632,66241118600892196394,USPS,2026-06-24,delivered,2026-06-28T12:18:00-07:00
SS-7621,#5686,8836076581739063757914,UPS,2026-06-24,delivered,2026-06-27T18:03:00-07:00
SS-7634,#5633,90797727810509222161,USPS,2026-06-24,delivered,2026-06-28T09:37:00-07:00
SS-7751,#5704,2135415970996254,USPS,2026-06-24,in_transit,2026-06-28T11:01:00-07:00
SS-7758,#5641,2342893113253269,UPS,2026-06-24,in_transit,2026-06-26T08:25:00-07:00
SS-7784,#5624,0901447340433700968730,FedEx,2026-06-24,delivered,2026-06-29T21:31:00-05:00
SS-7802,#5683,46060560356793279862,USPS,2026-06-24,delivered,2026-06-29T21:19:00-07:00
SS-7826,#5637,66194588707155348201,UPS,2026-06-24,delivered,2026-06-29T12:54:00-04:00
SS-7857,#5598,4615402119017075,FedEx,2026-06-24,delivered,2026-06-28T11:51:00-05:00
SS-7863,#5682,5337746040672007,FedEx,2026-06-24,delivered,2026-06-27T11:41:00-04:00
SS-7912,#5591,8397620534407779,UPS,2026-06-24,delivered,2026-06-29T07:42:00-07:00
SS-7925,#5613,57887071523867673820,USPS,2026-06-24,delivered,2026-06-27T12:11:00-04:00
SS-7941,#5652,74620258254318328123,FedEx,2026-06-24,delivered,2026-06-28T15:20:00-07:00
SS-7943,#5650,8750827681722577,USPS,2026-06-24,delivered,2026-06-29T11:44:00-04:00
SS-7967,#5693,43621300962588576694,UPS,2026-06-24,delivered,2026-06-29T19:07:00-05:00
SS-7983,#5663,3906246728799160,USPS,2026-06-24,delivered,2026-06-25T07:00:00-07:00
