shipment_id,shopify_order_id,tracking_number,carrier,ship_date,status,last_scan_at
SS-8141,#7842,3346800722903494,UPS,2026-08-23,delivered,2026-08-26T20:46:00-07:00
SS-8162,#7924,3755037589975711305548,UPS,2026-08-23,delivered,2026-08-28T19:56:00-04:00
SS-8168,#7815,20438057198386384066,FedEx,2026-08-23,delivered,2026-08-27T17:08:00-04:00
SS-8177,#7882,9147660728326842,UPS,2026-08-23,delivered,2026-08-27T18:49:00-07:00
SS-8187,#7833,3184322259136517773926,USPS,2026-08-23,delivery_exception,2026-08-28T10:28:00-04:00
SS-8194,#7819,69594636887258874495,UPS,2026-08-23,delivered,2026-08-24T12:24:00-04:00
SS-8211,#7897,4964759876220234,USPS,2026-08-23,delivered,2026-08-28T15:46:00-04:00
SS-8459,#7922,5528993160875243,USPS,2026-08-23,delivery_exception,2026-08-24T06:13:00-04:00
SS-8549,#7920,45106634362948978610,USPS,2026-08-23,delivered,2026-08-25T09:49:00-07:00
SS-8816,#7895,1954196664505730,FedEx,2026-08-23,delivered,2026-08-24T10:45:00-04:00
SS-8952,#7824,8124211408682509522946,USPS,2026-08-23,shipped,2026-08-26T21:55:00-07:00
SS-9155,#7870,15880705326011939103,USPS,2026-08-23,shipped,2026-08-28T20:46:00-05:00
SS-9346,#7877,3088295868419623326058,USPS,2026-08-23,in_transit,2026-08-28T17:11:00-05:00
SS-9358,#7900,70521879938444045883,USPS,2026-08-23,delivered,2026-08-27T07:20:00-07:00
SS-9364,#7904,6073446746215958,FedEx,2026-08-23,shipped,2026-08-24T18:11:00-07:00
SS-9394,#7887,6649719670683353,USPS,2026-08-23,delivered,2026-08-24T19:15:00-04:00
SS-9401,#7847,70288141128745271936,USPS,2026-08-23,delivered,2026-08-28T11:09:00-07:00
SS-9444,#7902,4692085649013249,FedEx,2026-08-23,delivered,2026-08-24T13:54:00-05:00
SS-9463,#7908,1921496791463866432031,FedEx,2026-08-23,delivered,2026-08-25T20:38:00-04:00
SS-9565,#7905,34114613315553015303,UPS,2026-08-23,in_transit,2026-08-24T22:50:00-07:00
SS-9582,#7868,9748741148626751199764,FedEx,2026-08-23,delivered,2026-08-25T07:08:00-04:00
SS-9703,#7898,1015616197384498,USPS,2026-08-23,delivery_exception,2026-08-25T09:41:00-07:00
SS-9713,#7923,1802955999773793,FedEx,2026-08-23,in_transit,2026-08-25T20:34:00-04:00
SS-9750,#7843,54985788728206322801,USPS,2026-08-23,in_transit,2026-08-26T19:43:00-05:00
SS-9763,#7928,99768160855717490584,USPS,2026-08-23,delivery_exception,2026-08-25T16:15:00-04:00
SS-9809,#7876,1391960348236788,UPS,2026-08-23,delivered,2026-08-28T07:55:00-05:00
SS-9883,#7896,74587120753136859315,UPS,2026-08-23,delivered,2026-08-24T08:02:00-07:00
SS-9944,#7829,8229232468722037337840,USPS,2026-08-23,in_transit,2026-08-25T18:37:00-07:00
SS-10052,#7854,8651814204384504,UPS,2026-08-23,delivered,2026-08-27T06:35:00-05:00
SS-10059,#7835,2566009805783690,USPS,2026-08-23,shipped,2026-08-24T22:43:00-04:00
