shipment_id,shopify_order_id,tracking_number,carrier,ship_date,status,last_scan_at
SS-7004,#6059,71111615280988516560,USPS,2026-07-04,delivered,2026-07-06T11:07:00-05:00
SS-7097,#6020,5449481260422325,UPS,2026-07-04,delivered,2026-07-06T16:56:00-04:00
SS-7134,#6029,46774186256527047743,USPS,2026-07-04,delivered,2026-07-06T17:49:00-05:00
SS-7139,#6021,8564679970246299,UPS,2026-07-04,shipped,2026-07-07T07:15:00-07:00
SS-7144,#6068,60293333468007229034,UPS,2026-07-04,in_transit,2026-07-07T12:00:00-07:00
SS-7158,#6040,9721811437447012045561,FedEx,2026-07-04,delivered,2026-07-08T14:57:00-04:00
SS-7174,#6045,5158328182688615335554,USPS,2026-07-04,delivered,2026-07-05T17:02:00-04:00
SS-7185,#6038,4283411080996930848872,USPS,2026-07-04,delivered,2026-07-07T06:07:00-05:00
SS-7254,#5986,1298266570279371452111,UPS,2026-07-04,in_transit,2026-07-07T12:47:00-05:00
SS-7306,#6012,90600780686717731806,FedEx,2026-07-04,delivered,2026-07-06T14:07:00-07:00
SS-7416,#6037,9594652170730337933756,USPS,2026-07-04,in_transit,2026-07-05T15:21:00-07:00
SS-7425,#6062,5083535444392840,USPS,2026-07-04,delivered,2026-07-05T20:18:00-04:00
SS-7511,#5991,8721055247286333021260,FedEx,2026-07-04,delivered,2026-07-09T10:05:00-07:00
SS-7513,#6008,09622728476570412009,USPS,2026-07-04,delivered,2026-07-06T14:50:00-04:00
SS-7528,#6024,2550272751648072791033,UPS,2026-07-04,delivered,2026-07-09T19:35:00-05:00
SS-7531,#6018,46491111096179817890,USPS,2026-07-04,delivered,2026-07-09T13:03:00-05:00
SS-7575,#6035,9705277402588358,UPS,2026-07-04,in_transit,2026-07-09T07:51:00-07:00
SS-7626,#6087,83958947735228705622,UPS,2026-07-04,delivery_exception,2026-07-05T08:58:00-07:00
SS-7636,#6033,0660138241270493,UPS,2026-07-04,delivery_exception,2026-07-08T13:13:00-04:00
SS-7665,#6025,32781952371006876164,FedEx,2026-07-04,delivered,2026-07-05T07:15:00-05:00
SS-7693,#6063,43167045023290282270,USPS,2026-07-04,delivered,2026-07-07T09:22:00-05:00
SS-7694,#6056,09345962622822512073,USPS,2026-07-04,delivered,2026-07-08T22:05:00-04:00
SS-7720,#6003,9079779612087805,UPS,2026-07-04,shipped,2026-07-05T14:52:00-04:00
SS-7764,#6026,4843379766270511579423,UPS,2026-07-04,in_transit,2026-07-06T06:55:00-04:00
SS-7789,#6065,1558686395613723,USPS,2026-07-04,delivered,2026-07-09T16:57:00-07:00
SS-7821,#6083,3959473721329016204787,UPS,2026-07-04,delivered,2026-07-06T06:25:00-07:00
SS-7870,#6055,1187233351040961497315,UPS,2026-07-04,delivered,2026-07-06T19:40:00-05:00
SS-7878,#6017,38815881445822067323,FedEx,2026-07-04,delivered,2026-07-07T18:55:00-05:00
SS-7881,#6052,8444218299874781,UPS,2026-07-04,in_transit,2026-07-09T11:56:00-04:00
SS-7899,#5994,1126003083566910,UPS,2026-07-04,delivered,2026-07-08T12:19:00-05:00
SS-7914,#5996,99140688413337312552,UPS,2026-07-04,delivered,2026-07-08T19:05:00-04:00
SS-7955,#6009,67201911166122019072,USPS,2026-07-04,delivered,2026-07-05T22:16:00-07:00
SS-7968,#6050,7031805339627466621591,UPS,2026-07-04,in_transit,2026-07-07T13:28:00-07:00
SS-7980,#6001,5651796240964966,UPS,2026-07-04,delivered,2026-07-05T12:07:00-07:00
SS-8005,#6088,28788486999698829045,FedEx,2026-07-04,delivered,2026-07-07T22:47:00-04:00
