shipment_id,shopify_order_id,tracking_number,carrier,ship_date,status,last_scan_at
SS-7026,#5734,88067065405153195205,UPS,2026-06-25,delivered,2026-06-29T12:00:00-07:00
SS-7043,#5630,8416878499121655,FedEx,2026-06-25,delivered,2026-06-27T14:01:00-05:00
SS-7049,#5720,85854973348434437575,FedEx,2026-06-25,delivered,2026-06-28T14:05:00-05:00
SS-7059,#5733,8707286790874064039106,USPS,2026-06-25,delivered,2026-06-28T17:12:00-07:00
SS-7108,#5621,2856914630316179,UPS,2026-06-25,delivered,2026-06-29T14:48:00-07:00
SS-7282,#5685,9565442094940792904904,UPS,2026-06-25,in_transit,2026-06-27T20:31:00-07:00
SS-7295,#5724,1387829310270790320204,USPS,2026-06-25,in_transit,2026-06-28T13:58:00-05:00
SS-7298,#5622,6207100219467232,UPS,2026-06-25,delivered,2026-06-29T10:01:00-04:00
SS-7300,#5740,19588373403127722005,UPS,2026-06-25,shipped,2026-06-30T13:06:00-05:00
SS-7354,#5678,2954316526693008,FedEx,2026-06-25,shipped,2026-06-30T15:53:00-04:00
SS-7371,#5722,7226016459779452,USPS,2026-06-25,delivered,2026-06-27T07:19:00-07:00
SS-7451,#5745,2497243992011669,UPS,2026-06-25,delivered,2026-06-28T06:29:00-07:00
SS-7481,#5735,7881609306853890,UPS,2026-06-25,delivered,2026-06-26T10:47:00-04:00
SS-7504,#5673,1820916601002314290018,USPS,2026-06-25,in_transit,2026-06-27T07:47:00-05:00
SS-7505,#5657,51327972457230848100,USPS,2026-06-25,shipped,2026-06-29T19:38:00-05:00
SS-7541,#5695,4473158477686342,USPS,2026-06-25,delivered,2026-06-29T07:32:00-04:00
SS-7544,#5638,0125625313552510,USPS,2026-06-25,delivered,2026-06-27T13:51:00-04:00
SS-7554,#5726,62491271130724078754,FedEx,2026-06-25,in_transit,2026-06-26T20:53:00-04:00
SS-7565,#5690,0349107406500425488214,FedEx,2026-06-25,shipped,2026-06-26T20:08:00-07:00
SS-7578,#5699,7753312661094101,UPS,2026-06-25,delivered,2026-06-26T10:51:00-04:00
SS-7581,#5692,39785598217661912841,USPS,2026-06-25,delivered,2026-06-27T15:15:00-05:00
SS-7594,#5668,4544901495427707070578,USPS,2026-06-25,delivered,2026-06-29T22:52:00-07:00
SS-7595,#5712,36091498517244472322,USPS,2026-06-25,delivered,2026-06-29T10:50:00-04:00
SS-7597,#5629,5118718133595616420595,UPS,2026-06-25,in_transit,2026-06-26T13:15:00-04:00
SS-7613,#5651,3578243477695874131467,FedEx,2026-06-25,delivered,2026-06-30T16:29:00-07:00
SS-7663,#5628,98199605932971509688,USPS,2026-06-25,delivered,2026-06-27T16:03:00-05:00
SS-7664,#5723,32753273524103977397,USPS,2026-06-25,in_transit,2026-06-30T07:12:00-04:00
SS-7679,#5643,2587964347452455574696,USPS,2026-06-25,shipped,2026-06-29T14:28:00-04:00
SS-7707,#5631,3426192372450184,UPS,2026-06-25,delivered,2026-06-27T16:31:00-04:00
SS-7749,#5667,2887431271026767209579,FedEx,2026-06-25,delivered,2026-06-29T07:28:00-05:00
SS-7811,#5639,63339994853208953263,FedEx,2026-06-25,delivered,2026-06-27T07:12:00-07:00
SS-7860,#5655,6969443916497016,FedEx,2026-06-25,delivered,2026-06-30T18:56:00-04:00
SS-7919,#5719,7982134862985797363831,UPS,2026-06-25,delivered,2026-06-27T08:51:00-05:00
SS-7942,#5696,12392049106018364723,FedEx,2026-06-25,delivered,2026-06-29T21:46:00-07:00
SS-7962,#5619,4030109567975649157955,USPS,2026-06-25,delivered,2026-06-28T21:43:00-07:00
SS-7965,#5739,0815712901507138,UPS,2026-06-25,delivered,2026-06-30T21:27:00-04:00
SS-7993,#5681,5809745338906235466226,FedEx,2026-06-25,delivered,2026-06-30T14:55:00-07:00
