shipment_id,shopify_order_id,tracking_number,carrier,ship_date,status,last_scan_at
SS-7030,#5088,7570596401658202,FedEx,2026-06-11,delivered,2026-06-14T17:06:00-07:00
SS-7117,#5158,56557431329121277561,USPS,2026-06-11,in_transit,2026-06-15T19:15:00-05:00
SS-7130,#5078,26765861793271040541,UPS,2026-06-11,delivery_exception,2026-06-15T16:40:00-05:00
SS-7156,#5093,9261891411739348,USPS,2026-06-11,in_transit,2026-06-12T08:42:00-05:00
SS-7181,#5141,3536822239431290878141,USPS,2026-06-11,delivered,2026-06-14T21:44:00-04:00
SS-7197,#5124,4869594636887258874495,UPS,2026-06-11,in_transit,2026-06-12T18:08:00-07:00
SS-7220,#5068,6389448463122417,USPS,2026-06-11,delivered,2026-06-13T21:18:00-07:00
SS-7286,#5139,8604765801856945441496,FedEx,2026-06-11,delivered,2026-06-12T22:25:00-05:00
SS-7377,#5154,7957602437573839597246,FedEx,2026-06-11,delivered,2026-06-15T16:53:00-07:00
SS-7454,#5116,46225223728179323023,FedEx,2026-06-11,delivered,2026-06-12T10:15:00-07:00
SS-7468,#5057,1367492617647501111783,UPS,2026-06-11,in_transit,2026-06-15T10:40:00-07:00
SS-7473,#5136,48729758598831030324,USPS,2026-06-11,delivered,2026-06-13T22:23:00-04:00
SS-7487,#5086,0266502374167872568621,FedEx,2026-06-11,delivered,2026-06-14T15:47:00-05:00
SS-7529,#5039,68296353390550448177,FedEx,2026-06-11,delivered,2026-06-13T08:26:00-04:00
SS-7538,#5095,24421175361706171366,FedEx,2026-06-11,delivered,2026-06-14T06:17:00-07:00
SS-7553,#5131,88547281235679836314,UPS,2026-06-11,delivered,2026-06-13T20:56:00-04:00
SS-7646,#5123,7863767316252654696815,USPS,2026-06-11,delivered,2026-06-16T16:06:00-04:00
SS-7650,#5096,41978575851268612059,FedEx,2026-06-11,delivered,2026-06-16T10:00:00-04:00
SS-7659,#5047,70299295966048736826,FedEx,2026-06-11,delivered,2026-06-13T18:25:00-07:00
SS-7678,#5101,1334845871493925236229,USPS,2026-06-11,delivered,2026-06-13T14:23:00-05:00
SS-7695,#5134,4654950050702608698221,FedEx,2026-06-11,delivered,2026-06-16T19:07:00-07:00
SS-7806,#5061,35435864496392435885,UPS,2026-06-11,delivered,2026-06-12T12:40:00-04:00
SS-7825,#5090,7753726032145057,UPS,2026-06-11,delivered,2026-06-14T10:24:00-04:00
SS-7828,#5137,9177680898126574223196,USPS,2026-06-11,delivered,2026-06-12T16:08:00-07:00
SS-7838,#5075,7942817934065277584466,UPS,2026-06-11,delivered,2026-06-16T18:14:00-07:00
SS-7843,#5091,9743260055955017833258,USPS,2026-06-11,delivered,2026-06-12T07:44:00-05:00
SS-7852,#5066,3007309505560571,UPS,2026-06-11,shipped,2026-06-16T06:05:00-05:00
SS-7913,#5080,46207266292508177602,USPS,2026-06-11,delivery_exception,2026-06-15T22:26:00-04:00
SS-7951,#5109,8797888975358523,UPS,2026-06-11,shipped,2026-06-14T07:14:00-05:00
SS-7959,#5040,37124365858564230412,FedEx,2026-06-11,delivered,2026-06-13T18:30:00-04:00
SS-7994,#5052,5401659953006221,USPS,2026-06-11,delivered,2026-06-13T06:33:00-05:00
SS-8000,#5120,4547523112327489791776,UPS,2026-06-11,delivered,2026-06-12T08:39:00-07:00
