shipment_id,shopify_order_id,tracking_number,carrier,ship_date,status,last_scan_at
SS-7019,#5523,3221418880592962229270,USPS,2026-06-22,delivered,2026-06-25T20:20:00-07:00
SS-7028,#5512,0345054156676527,UPS,2026-06-22,delivery_exception,2026-06-26T15:40:00-04:00
SS-7062,#5516,86863375243106903311,FedEx,2026-06-22,in_transit,2026-06-25T20:39:00-07:00
SS-7114,#5539,9375973832060385,UPS,2026-06-22,delivered,2026-06-25T18:15:00-05:00
SS-7146,#5554,4417154544432830,UPS,2026-06-22,delivered,2026-06-27T09:40:00-05:00
SS-7147,#5545,9652074466609935387584,UPS,2026-06-22,delivered,2026-06-25T12:38:00-07:00
SS-7148,#5570,28241724825135346554,USPS,2026-06-22,in_transit,2026-06-25T21:37:00-04:00
SS-7164,#5585,66088019948837550375,USPS,2026-06-22,delivered,2026-06-25T12:57:00-04:00
SS-7194,#5582,7990881172980686,USPS,2026-06-22,delivered,2026-06-24T08:35:00-04:00
SS-7196,#5589,64300981806356512694,FedEx,2026-06-22,delivered,2026-06-24T13:30:00-05:00
SS-7216,#5529,2820055778487282,USPS,2026-06-22,delivered,2026-06-25T06:04:00-04:00
SS-7221,#5533,97497350208021442703,USPS,2026-06-22,delivered,2026-06-24T20:33:00-05:00
SS-7230,#5538,03173109678994053910,FedEx,2026-06-22,delivered,2026-06-24T11:16:00-05:00
SS-7261,#5574,5489952997877293430107,USPS,2026-06-22,in_transit,2026-06-23T11:36:00-07:00
SS-7311,#5580,7881788479513711,UPS,2026-06-22,delivered,2026-06-26T08:24:00-07:00
SS-7338,#5605,88977828064796954500,FedEx,2026-06-22,delivered,2026-06-23T17:26:00-05:00
SS-7345,#5521,72324665136442493631,FedEx,2026-06-22,shipped,2026-06-24T08:50:00-07:00
SS-7378,#5575,6572934172232971,FedEx,2026-06-22,delivered,2026-06-23T21:53:00-04:00
SS-7408,#5501,66418775803046875063,UPS,2026-06-22,delivered,2026-06-23T19:26:00-07:00
SS-7461,#5498,5399156686334141115931,USPS,2026-06-22,delivered,2026-06-27T15:30:00-04:00
SS-7537,#5612,8364041209117911,UPS,2026-06-22,delivered,2026-06-26T09:58:00-05:00
SS-7586,#5556,6087066266821719553560,USPS,2026-06-22,in_transit,2026-06-25T22:29:00-07:00
SS-7601,#5530,1579376392836929445511,UPS,2026-06-22,delivered,2026-06-26T20:57:00-05:00
SS-7618,#5517,0818670244033041,USPS,2026-06-22,delivery_exception,2026-06-24T08:59:00-07:00
SS-7681,#5567,33987411325797067349,UPS,2026-06-22,delivered,2026-06-26T07:03:00-07:00
SS-7767,#5503,85953259399337970581,UPS,2026-06-22,delivered,2026-06-27T06:53:00-07:00
SS-7792,#5608,4699799070755047,USPS,2026-06-22,delivered,2026-06-24T09:13:00-04:00
SS-7816,#5502,17069556076761645345,USPS,2026-06-22,delivered,2026-06-25T12:44:00-07:00
SS-7864,#5511,84361424426078197543,UPS,2026-06-22,delivered,2026-06-27T08:21:00-07:00
SS-7891,#5616,2790504043333538495163,UPS,2026-06-22,delivered,2026-06-25T18:27:00-05:00
SS-7934,#5603,2593678136750094214105,UPS,2026-06-22,delivered,2026-06-26T06:07:00-04:00
SS-7949,#5571,7029271205397871,FedEx,2026-06-22,delivered,2026-06-26T11:24:00-05:00
SS-7952,#5532,8600304436199517152391,USPS,2026-06-22,delivered,2026-06-23T17:07:00-05:00
SS-7995,#5610,22427677462591601124,USPS,2026-06-22,delivered,2026-06-23T11:45:00-05:00
