shipment_id,shopify_order_id,tracking_number,carrier,ship_date,status,last_scan_at
SS-7008,#5025,7976438156149784,FedEx,2026-06-08,delivered,2026-06-10T11:47:00-04:00
SS-7105,#5010,4043898364037613,UPS,2026-06-08,delivered,2026-06-10T20:08:00-07:00
SS-7132,#5003,3688444310698720,FedEx,2026-06-08,delivery_exception,2026-06-13T16:31:00-04:00
SS-7136,#5017,1608989921722332,UPS,2026-06-08,delivered,2026-06-10T06:29:00-04:00
SS-7210,#5037,4386632270267288574489,USPS,2026-06-08,delivered,2026-06-09T20:16:00-05:00
SS-7292,#5021,1830671985546015,FedEx,2026-06-08,delivered,2026-06-13T07:00:00-05:00
SS-7328,#5030,0760310890714014,UPS,2026-06-08,delivered,2026-06-13T09:46:00-05:00
SS-7364,#5038,49939089261371504165,USPS,2026-06-08,delivered,2026-06-12T16:20:00-05:00
SS-7411,#5032,2070496110804661,FedEx,2026-06-08,delivered,2026-06-10T16:29:00-05:00
SS-7420,#5028,3099384253042897,UPS,2026-06-08,delivered,2026-06-11T09:56:00-04:00
SS-7480,#5016,46511131290148706827,FedEx,2026-06-08,delivered,2026-06-09T08:26:00-04:00
SS-7490,#5018,2392312604326093,USPS,2026-06-08,delivered,2026-06-10T08:56:00-05:00
SS-7623,#5002,9307464520599604387875,FedEx,2026-06-08,delivered,2026-06-09T12:09:00-07:00
SS-7629,#5019,12896599949732033192,UPS,2026-06-08,delivered,2026-06-10T15:59:00-07:00
SS-7639,#5005,33432447417595587209,USPS,2026-06-08,delivered,2026-06-09T12:45:00-07:00
SS-7740,#5029,48228501168809255021,USPS,2026-06-08,shipped,2026-06-11T22:07:00-07:00
SS-7766,#5001,2597107563353574,FedEx,2026-06-08,delivered,2026-06-13T14:32:00-04:00
SS-7948,#5014,6430954497912799,USPS,2026-06-08,shipped,2026-06-09T16:03:00-04:00
